Name,SalePrice,DateOfSale,Year,Mileage,Classification,Transmission,FuelType,Description,SaleLocation
audi q2 (cod),18864.00,2024-05-26,2018,35666,suv,manual,petrol,blue audi q2. 1.4 tfsi s line 5dr. 1 previous owner,louth
audi q7 (tdi v8),8097.00,28/05/2024,2010,132012,suv,automatic,diesel,navy audi q7. 4.2 tdi v8 s line tiptronic quattro euro 5 5dr. 3 previous owners,dublin
audi tts (black edition),10037.00,2024-05-28,2012,103020,coupe,automatic,petrol,audi tts. 2.0 tfsi black edition s tronic quattro euro 5 3dr,dublin
audi s4 avant (tfsi v6),30332.00,29/05/2024,2017,52466,estate,automatic,petrol,blue audi s4 avant. 3.0 tfsi v6 tiptronic quattro euro 6 (s/s) 5dr. 2 previous owners,monaghan
audi s3 (tfsi),18737.00,31/05/2024,2015,49578,saloon,automatic,petrol,silver audi s3. 2.0 tfsi saloon 4dr petrol s tronic quattro euro 6 (s/s) (300 ps). 1 previous owner,kildare
audi a4 (ultra),17811.00,31/05/2024,2018,17883,saloon,manual,diesel,grey audi a4. 2.0 tdi ultra se 4dr,offaly
audi a6 saloon (tdi v6),12262.00,03/06/2024,2017,179088,saloon,automatic,diesel,red audi a6 saloon. 3.0 tdi v6 s line s tronic quattro euro 6 (s/s) 4dr. 2 previous owners,tipperary
audi tt (sport edition),35304.00,07/06/2024,2022,9048,coupe,auto,petrol,silver audi tt. coup- sport edition 45 tfsi 245 ps s tronic 2.0 3dr,wexford
audi a3 cabriolet (tfsi),23356.00,2024-06-09,2019,31375,convertible,automatic,petrol,black audi a3 cabriolet. 1.5 tfsi cod 35 s line convertible 2dr petrol s tronic euro 6 (s/s) (150 ps). 2 previous owners,dublin
audi q3 (tdi),31445.00,09/06/2024,2020,14256,suv,automatic,diesel,blue audi q3 avant. 35 tdi s line 5dr s tronic 2.0,dublin
audi a8 (executive se),10038.00,10/06/2024,2010,156239,saloon,automatic,diesel,blue audi a8. 3.0 tdi v6 executive se tiptronic quattro 4dr,meath
audi q2 (cod),29251.00,2024-06-10,2021,13130,suv,automatic,petrol,audi q2. s line 35 tfsi 150 ps s tronic 1.5 5dr,kilkenny
audi rs5 (limited edition),31640.00,11/06/2024,2015,47755,coupe,automatic,petrol,navy audi rs5. 4.2 fsi v8 limited edition s tronic quattro euro 5 2dr. 3 previous owners,dublin
audi q2 (tdi),19255.00,11/06/2024,2019,36848,suv,manual,diesel,grey audi q2. 30 tdi s line 5dr 1.6. 1 previous owner,kilkenny
audi a5 cabriolet (s line),7425.00,11/06/2024,2009,111283,convertible,automatic,petrol,silver audi a5 cabriolet. 2.0 tfsi s line multitronic euro 4 2dr. 7 previous owners,dublin
audi a4 (tfsi),33114.00,13/06/2024,2021,9733,saloon,automatic,petrol,silver audi a4. 40 tfsi 204 black edition 4dr s tronic 2.0. 1 previous owner,kildare
audi q5 (s line),42362.00,15/06/2024,2021,9061,suv,automatic,diesel,black audi q5. 2.0 tdi 40 s line s tronic quattro euro 6 (s/s) 5dr. 1 previous owner,mayo
audi a1 (tfsi),12885.00,16/06/2024,2015,33833,hatchback,manual,petrol,black audi a1. 1.4 tfsi s line sportback euro 6 (s/s) 5dr. 3 previous owners,meath
audi q2 (cod),28954.00,17/06/2024,2021,18056,suv,automatic,petrol,blue audi q2 estate. 35 tfsi s line 5dr s tronic 1.5. 1 previous owner,cork
audi q2 (tfsi),25377.00,18/06/2024,2021,8432,suv,manual,petrol,blue audi q2. sport 30 tfsi 110 ps 6-speed 1.0 5dr. 1 previous owner,mayo
audi a5 (tdi),21382.00,19/06/2024,2019,74145,hatchback,automatic,diesel,black audi a5. 35 tdi s line 5dr s tronic 2.0,waterford
audi q3 (tfsie),41738.00,2024-06-19,2022,10003,suv,automatic,petrol plug-in hybrid,silver audi q3. s line 45 tfsi e 245 ps s tronic 1.4 5dr,laois
audi q3 (tdi),37113.00,20/06/2024,2021,9875,suv,automatic,diesel,red audi q3. 2.0 tdi 35 s line sportback s tronic euro 6 (s/s) 5dr. 1 previous owner,dublin
audi tt (vorsprung),50347.00,24/06/2024,2022,3450,coupe,automatic,petrol,navy audi tt. 45 tfsi quaro vorsprung 2dr s tronic 2.0. 1 previous owner,cork
audi q7 (tdi v6),26069.00,25/06/2024,2016,115249,suv,automatic,diesel,navy audi q7. 3.0 tdi v6 s line tiptronic quattro euro 6 (s/s) 5dr. 3 previous owners,tipperary
audi a4 (ultra),9089.00,26/06/2024,2015,115304,saloon,manual,diesel,audi a4. 2.0 tdi ultra se euro 6 (s/s) 4dr. 2 previous owners,kildare
audi a5 (tdi),19442.00,26/06/2024,2016,36370,hatchback,automatic,diesel,silver audi a5. 2.0 tdi black edition plus sportback s tronic quattro euro 6 (s/s) 5dr,donegal
audi q3 (cod),34812.00,27/06/2024,2020,13432,suv,automatic,petrol,audi q3. 35 tfsi s line 5dr s tronic 1.5,kildare
audi a4 avant (s line),25719.00,01/07/2024,2019,16769,estate,automatic,diesel,red audi a4. avant s line 40 tdi 190 ps s tronic 2.0 5dr,dublin
audi q3 (tfsi),18437.00,02/07/2024,2015,55222,suv,automatic,petrol,audi q3. s line plus 2.0 tfsi quattro 180 ps s tronic 5dr. 3 previous owners,roscommon
audi a4 avant (s line),16815.00,02/07/2024,2016,92492,estate,automatic,diesel,red audi a4. 3.0 avant tdi quattro s line 5d auto 268 bhp cruise control & power tailgate. 2 previous owners,kerry
audi a6 saloon (s line),35959.00,02/07/2024,2018,15538,saloon,automatic,diesel,audi a6 saloon. 3.0 tdi v6 50 s line tiptronic quattro euro 6 (s/s) 4dr. 1 previous owner,dublin
audi a6 avant (se executive),15909.00,03/07/2024,2016,60596,estate,automatic,diesel,silver audi a6 avant. 2.0 tdi se executive avant s tronic quattro (s/s) 5dr. 1 previous owner,dublin
audi tt (tfsi),16932.00,04/07/2024,2016,54336,coupe,manual,petrol,silver audi tt. 2.0 tfsi s line coupe 3dr petrol euro 6 (s/s) (230 ps). 1 previous owner,cork
audi a4 avant (s line),28368.00,04/07/2024,2020,25291,estate,automatic,diesel,audi a4. 35 tdi s line 5dr s tronic 2.0,dublin
audi a5 cabriolet (tfsi),5929.00,04/07/2024,2009,95187,convertible,manual,petrol,grey audi a5 cabriolet. 2.0 tfsi s line cabriolet 2dr. 4 previous owners,kildare
audi a6 avant (tdi),19804.00,2024-07-05,2015,101936,estate,manual,diesel,navy audi a6 avant. 2.0 tdi ultra black edition euro 6 (s/s) 5dr. 3 previous owners,donegal
audi sq7 (tfsi v8),77353.00,06/07/2024,2021,12749,suv,automatic,petrol,black audi sq7. 4.0 tfsi v8 black edition suv 5dr petrol tiptronic quattro euro 6 (s/s) (507 ps),cavan
audi a3 (tfsi),17875.00,2024-07-08,2018,21912,hatchback,automatic,petrol,"audi a3. 1.5 tfsi sport 5dr s tronic [sat nav, xenon headlights, parking sensors, cruise control, dab radio, apple carplay]",dublin
audi q7 (tdi v6),43192.00,11/07/2024,2018,29961,suv,automatic,diesel,blue audi q7. 3.0 tdi v6 black edition tiptronic quattro euro 6 (s/s) 5dr. 2 previous owners,cork
audi a1 (tfsi),8065,13/07/2024,2011,74276,hatchback,manual,petrol,navy audi a1. 1.4 tfsi s line euro 5 (s/s) 3dr. 3 previous owners,kerry
audi q4 e-tron (s line),52870.00,13/07/2024,2021,5816,suv,automatic,electric,red audi q4. 125kw 35 55.52kwh s line 5dr auto. 1 previous owner,cork
audi a4 (tdi),12129.00,14/07/2024,2014,66435,saloon,manual,diesel,red audi a4. 2.0 tdi black edition euro 5 (s/s) 4dr,dublin
audi a4 (tfsi),16100.00,2024-07-15,2018,41152,saloon,manual,petrol,audi a4. 1.4l s line tfsi 4dr,tipperary
audi a3 (s line),15259.00,15/07/2024,2014,72443,saloon,automatic,petrol,black audi a3. 1.8 tfsi s line s tronic euro 6 (s/s) 4dr. 1 previous owner,dublin
audi a1 (sport),12062.00,2024-07-15,2016,36871,hatchback,manual,petrol,black audi a1. 1.0 tfsi sport sportback euro 6 (s/s) 5dr. 3 previous owners,dublin
audi a4 avant (executive s line),5442.00,2024-07-16,2010,130108,estate,automatic,diesel,red audi a4 avant. 2.0 tdi executive s line multitronic euro 4 5dr. 5 previous owners,cork
audi a6 avant (s line),9531.00,17/07/2024,2014,144565,estate,manual,diesel,blue audi a6 avant. 2.0 tdi ultra s line euro 6 (s/s) 5dr. 5 previous owners,dublin
audi q2 (s line),22161,17/07/2024,2019,27985,suv,automatic,petrol,black audi q2. 1.5 tfsi cod 35 s line suv 5dr petrol s tronic (s/s) (150 ps). 2 previous owners,dublin
audi s3 (tfsi),24929.00,18/07/2024,2017,62933,saloon,automatic,petrol,red audi s3. 2.0 tfsi saloon 4dr petrol s tronic quattro euro 6 (s/s) (310 ps). 1 previous owner,cork
audi a1 (sport),5959.00,2024-07-18,2013,71268,hatchback,manual,petrol,grey audi a1. 1.2 tfsi sport euro 5 (s/s) 3dr. 4 previous owners,cork
audi q3 (cod),22155.00,2024-07-20,2018,45258,suv,automatic,petrol,grey audi q3. audi q3 1.4t fsi black edition 5dr s tronic. 1 previous owner,kerry
audi tts (tfsi),12395.00,2024-07-23,2012,85229,coupe,manual,petrol,silver audi tts. 2.0 tfsi quattro 2dr. 2 previous owners,dublin
audi a5 cabriolet (s line),31896.00,24/07/2024,2020,25828,convertible,automatic,petrol,silver audi a5. 40 tfsi s line 2dr s tronic 2.0. 1 previous owner,kilkenny
audi a5 (se),4353.00,24/07/2024,2010,113763,coupe,manual,petrol,audi a5. 2.0 tfsi se euro 5 (s/s) 2dr. 3 previous owners,cork
audi a6 saloon (tdi),7917.00,25/07/2024,2011,86134,saloon,manual,diesel,silver audi a6 saloon. 2.0 tdi se euro 5 (s/s) 4dr. 3 previous owners,monaghan
audi tt (tfsi),20113,25/07/2024,2017,31186,coupe,automatic,petrol,red audi tt. 2.0t fsi sport 2dr s tronic bluetooth,dublin
audi a4 avant (tdi),28159.00,2024-07-25,2019,9925,estate,automatic,diesel,black audi a4. 35 tdi s line 5dr s tronic [tech pack] 2.0,dublin
audi tt (tfsi),14076.00,25/07/2024,2012,39054,coupe,automatic,petrol,silver audi tt. 2.0 tfsi black edition s tronic quattro 3dr,dublin
audi a6 saloon (sport),24937.00,26/07/2024,2019,45058,saloon,automatic,diesel,blue audi a6. 40 tdi sport 4dr s tronic 2.0,donegal
audi q2 (cod),17127.00,2024-07-26,2018,50068,s.u.v.,manual,petrol,red audi q2. 1.4 tfsi cod sport euro 6 (s/s) 5dr. 1 previous owner,kildare
audi sq7 (tdi v8),77381.00,28/07/2024,2020,20867,suv,automatic,diesel,black audi sq7. 4.0 tdi v8 vorsprung tiptronic quattro 5dr,cork
audi a4 (black edition),14412.00,2024-07-29,2015,62847,saloon,manual,diesel,audi a4. 2.0 tdi black edition euro 6 (s/s) 4dr (nav),kildare
audi q3 (cod),15998.00,01/08/2024,2015,69274,suv,automatic,petrol,black audi q3. 1.4 tfsi cod s line s tronic euro 6 (s/s) 5dr. 2 previous owners,dublin
audi q7 (s line),16718.00,01/08/2024,2011,90303,suv,automatic,diesel,audi q7. 4.2 tdi v8 s line suv 5dr diesel tiptronic quattro euro 5 (340 ps). 3 previous owners,meath
audi a3 (s line),11325.00,02/08/2024,2016,82602,hatchback,manual,diesel,silver audi a3. 2.0 tdi s line euro 6 (s/s) 3dr (nav). 2 previous owners,roscommon
audi a5 (black edition plus),13768.00,2024-08-03,2015,33190,coupe,manual,petrol,red audi a5. 1.8 tfsi black edition plus euro 6 (s/s) 2dr. 2 previous owners,limerick
audi a1 (black edition),13408.00,2024-08-03,2016,40377,hatchback,manual,petrol,black audi a1. 1.4 tfsi black edition 3d 148 bhp full audi service history. 2 previous owners,meath
audi a8 (tdi v6),34332.00,04/08/2024,2019,48326,saloon,automatic,diesel,silver audi a8. 50 tdi quattro s line 4dr tiptronic 3.0,dublin
audi q2 (tdi),21806.00,05/08/2024,2017,48065,suv,automatic,diesel,navy audi q2. 2.0 tdi edition 1 s tronic quattro (s/s) 5dr. 1 previous owner,louth
audi a5 (tdi),15629,07/08/2024,2016,63753,coupe,manual,diesel,grey audi a5. 2.0 tdi black edition plus euro 6 (s/s) 2dr,dublin
audi a5 (tdi),15490,07/08/2024,2016,67349,coupe,manual,diesel,blue audi a5. 2.0 tdi black edition plus coupe 2dr diesel manual quattro euro 6 (s/s) (190 ps),tipperary
audi a6 avant (tdi),46865.00,2024-08-09,2022,4460,estate,automatic,diesel,blue audi a6. 40 tdi quattro s line 5dr s tronic 2.0,meath
audi a3 (tfsi),16111.00,09/08/2024,2018,23644,hatchback,manual,petrol,"red audi a3. 1.5 tfsi sport 5d 148 bhp 7in satellite navigation display, apple carplay / android auto, rear parking sensors, dab / bluetooth / usb, dual-zone clima",laois
audi q2 (s line),24666.00,10/08/2024,2019,12288,suv,automatic,petrol,silver audi q2. 1.5 tfsi cod 35 s line s tronic euro 6 (s/s) 5dr. 1 previous owner,meath
audi a3 (sport),23802.00,10/08/2024,2020,18578,saloon,automatic,diesel,blue audi a3. saloon sport 35 tdi 150 ps s tronic 2.0 4dr. 1 previous owner,dublin
audi q2 (tfsi),20198,10/08/2024,2019,14363,suv,manual,petrol,blue audi q2. 1.0 tfsi sport 5dr,dublin
audi a3 (tdi),9241.00,2024-08-11,2014,78161,hatchback,manual,diesel,blue audi a3. 2.0 tdi sport sportback euro 5 (s/s) 5dr,louth
audi a5 (tfsi),33351.00,11/08/2024,2020,21535,coupe,automatic,petrol,red audi a5 coupe special editions. 40 tfsi edition 1 2dr s tronic 2.0. 1 previous owner,dublin
audi a5 cabriolet (s line),6916.00,13/08/2024,2009,85760,convertible,automatic,diesel,red audi a5 cabriolet. 3.0 tdi v6 s line convertible 2dr diesel s tronic quattro euro 4 (240 ps). 6 previous owners,wicklow
audi a4 (black edition),7750.00,14/08/2024,2012,118903,saloon,manual,diesel,red audi a4. 2.0 tdi black edition quattro euro 5 (s/s) 4dr. 2 previous owners,dublin
audi a4 (black edition),33744.00,15/08/2024,2021,10146,saloon,automatic,petrol,blue audi a4. black edition 40 tfsi 204 ps s tronic 2.0 4dr,dublin
audi q3 (sport),19365.00,16/08/2024,2018,28722,suv,manual,petrol,red audi q3. 1.4t fsi sport 5dr,dublin
audi a5 (s line),21869.00,16/08/2024,2017,45215,hatchback,automatic,diesel,red audi a5. tdi 150 s line 5dr s tronic 2.0,dublin
audi a3 (e-tron),17457.00,18/08/2024,2016,63700,hatchback,automatic,petrol plug-in hybrid,black audi a3. 1.4 tfsi e-tron sportback s tronic 5dr. 3 previous owners,carlow
audi a4 (tfsi),13427.00,19/08/2024,2016,65998,saloon,manual,petrol,audi a4. 1.4t fsi sport 4dr,dublin
audi a1 (sport),9402,20/08/2024,2014,39870,hatchback,manual,petrol,blue audi a1. tfsi sport petrol manual..full audi service history...air con...bluetooth.. 1.4 3dr. 2 previous owners,kilkenny
audi a3 (cod),14482,21/08/2024,2016,54075,hatchback,manual,petrol,blue audi a3. 1.4 tfsi cod s line sportback euro 6 (s/s) 5dr. 3 previous owners,cavan
audi a3 (black edition),20171,2024-08-23,2018,57497,hatchback,automatic,petrol,red audi a3. 2.0 tfsi quattro black edition 5dr s tronic. 2 previous owners,cork
audi q3 (s line edition),19973.00,24/08/2024,2017,15097,suv,manual,diesel,audi q3. 2.0 tdi quattro s line edition 5dr,tipperary
audi a5 (tfsi),23033.00,25/08/2024,2018,22577,hatchback,automatic,petrol,audi a5. 1.4 tfsi s line sportback s tronic euro 6 (s/s) 5dr. 1 previous owner,roscommon
audi a4 (sport),14346.00,2024-08-26,2017,42133,saloon,manual,petrol,audi a4. 1.4 tfsi sport euro 6 (s/s) 4dr. 2 previous owners,dublin
audi a3 (tdi),10022.00,26/08/2024,2017,96296,hatchback,manual,diesel,audi a3. 1.6 tdi sport sportback (s/s) 5dr. 1 previous owner,limerick
audi a4 avant (tdi),14208.00,26/08/2024,2016,61314,estate,manual,diesel,grey audi a4 avant. 2.0 tdi ultra se euro 6 (s/s) 5dr,kilkenny
audi a1 (technik),18015.00,27/08/2024,2020,21469,hatchback,manual,petrol,red audi a1. sportback technik 25 tfsi 95 ps 5-speed 1.0 5dr. 1 previous owner,roscommon
audi s3 (tfsi),26155.00,2024-08-27,2019,34967,hatchback,automatic,petrol,black audi s3. 2.0 tfsi sportback s tronic quattro euro 6 (s/s) 5dr. 1 previous owner,wexford
audi a3 (tfsi),14729.00,27/08/2024,2017,31513,hatchback,manual,petrol,blue audi a3. 1.0 sportback tfsi sport 5d 114 bhp air con alloys bluetooth. 2 previous owners,dublin
audi sq5 (bitdi v6),17922,2024-08-29,2014,85984,suv,automatic,diesel,blue audi sq5. 3.0 bitdi v6 tiptronic quattro euro 5 (s/s) 5dr,galway
audi tt (tfsi),17669.00,29/08/2024,2016,32143,coupe,manual,petrol,audi tt. 2.0 tfsi s line euro 6 (s/s) 3dr,dublin
audi q5 (s line),27659.00,30/08/2024,2018,57223,suv,automatic,diesel,navy audi q5. 2.0 tdi s line s tronic quattro euro 6 (s/s) 5dr. 1 previous owner,clare
audi r8 (fsi v10),56218.00,31/08/2024,2014,25162,coupe,automatic,petrol,red audi r8. 5.2 fsi v10 s tronic quattro 2dr. 5 previous owners,dublin
audi a3 (cod),13671.00,31/08/2024,2015,54031,hatchback,manual,petrol,red audi a3. 1.4 tfsi s line 5dr ** full audi service history **. 2 previous owners,dublin
audi tt (tdi),5937.00,01/09/2024,2009,114462,convertible,automatic,diesel,navy audi tt. 2.0 tdi s line roadster s tronic quattro euro 5 2dr,meath
audi a6 saloon (black edition),18205.00,2024-09-02,2016,33585,saloon,automatic,diesel,blue audi a6 saloon. 2.0 tdi ultra black edition s tronic (s/s) 4dr. 2 previous owners,laois
audi a4 (black edition),28493.00,03/09/2024,2020,21790,saloon,automatic,diesel,audi a4. 35 tdi black edition 4dr s tronic 2.0,dublin
audi q3 (tfsi),13274.00,2024-09-03,2014,68947,suv,manual,petrol,black audi q3. 1.4 tfsi s line euro 6 (s/s) 5dr,meath
audi q3 (black edition),22694.00,04/09/2024,2018,32238,suv,manual,diesel,black audi q3. 2.0 tdi quattro black edition 5 door **\xa3349 a month with \xa32295 deposit**. 2 previous owners,donegal
audi a4 (tdie),4949.00,05/09/2024,2013,136277,saloon,manual,diesel,blue audi a4. 2.0 tdie se technik euro 5 (s/s) 4dr. 3 previous owners,waterford
audi q3 (s line),29142.00,06/09/2024,2019,37389,s.u.v.,automatic,diesel,red audi q3. 40 tdi quattro s line 5dr s tronic 2.0. 3 previous owners,cork
audi a6 avant (tdi v6),20504.00,08/09/2024,2017,76654,estate,automatic,diesel,grey audi a6 avant. 3.0 tdi v6 s line s tronic quattro euro 6 (s/s) 5dr. 1 previous owner,dublin
audi a5 (s line),7908.00,09/09/2024,2012,89196,hatchback,automatic,diesel,red audi a5. 2.0 tdi s line sportback multitronic euro 5 (s/s) 5dr. 1 previous owner,limerick
audi a5 (tdi v6),10274.00,11/09/2024,2010,83097,hatchback,automatic,diesel,red audi a5. 3.0 tdi v6 s line sportback s tronic quattro euro 5 5dr,limerick
audi a5 (tdi),26753.00,12/09/2024,2019,25312,coupe,automatic,diesel,blue audi a5. 40 tdi black edition 2dr s tronic 2.0,dublin
audi a1 (sport),11195.00,12/09/2024,2017,65274,hatchback,manual,petrol,black audi a1. 1.4 tfsi sport 5dr,monaghan
audi a4 avant (s line),29919.00,12/09/2024,2021,17696,estate,automatic,diesel,black audi a4. 35 tdi s line 5dr s tronic 2.0. 1 previous owner,cork
audi a4 (tdi),3916.00,2024-09-12,2009,126392,saloon,manual,diesel,red audi a4. 2.0 tdi executive se saloon 4dr diesel manual euro 4 (143 ps). 3 previous owners,louth
audi a4 (se),15471.00,2024-09-13,2018,29053,saloon,manual,petrol,black audi a4. 1.4 tfsi se euro 6 (s/s) 4dr,kerry
audi a3 (cod),13336.00,13/09/2024,2018,80661,saloon,manual,petrol,black audi a3. 1.5 tfsi sport 4d 148 bhp. 1 previous owner,dublin
audi a3 (tdi),11174.00,13/09/2024,2016,77228,hatchback,manual,diesel,red audi a3. 2.0 tdi se technik sportback euro 6 (s/s) 5dr. 2 previous owners,kildare
audi a6 avant (black edition),21895.00,13/09/2024,2016,52893,estate,automatic,diesel,black audi a6 avant. 2.0 tdi ultra black edition estate 5dr diesel s tronic euro 6 (s/s) (190 ps). 3 previous owners,dublin
audi a6 avant (tdi v6),9774.00,14/09/2024,2010,97094,estate,automatic,diesel,blue audi a6 avant. 3.0 tdi v6 le mans tiptronic quattro euro 5 5dr. 3 previous owners,dublin
audi a7 (tdi),32812.00,14/09/2024,2019,22180,hatchback,automatic,diesel,red audi a7. 2.0 tdi 40 s line sportback 5dr diesel s tronic euro 6 (s/s) (204 ps). 3 previous owners,dublin
audi q7 (tdi v6),32285.00,2024-09-14,2017,42460,suv,automatic,diesel,red audi q7. 3.0 tdi v6 s line tiptronic quattro euro 6 (s/s) 5dr. 1 previous owner,kilkenny
audi s3 (tfsi),22672.00,17/09/2024,2016,48765,saloon,automatic,petrol,"navy audi s3. s3 quattro nav - triple black -comfort pk, heated seats -audi sound system 2.0 4dr",limerick
audi tt (s line),18015.00,17/09/2024,2015,50236,coupe,automatic,petrol,audi tt. 2.0 tfsi quattro s line 2d auto 227 bhp [virtual dash. part leather]. 2 previous owners,galway
audi tts (tfsi),24272.00,17/09/2024,2015,45489,coupe,automatic,petrol,red audi tts. 2.0 tfsi black edition s tronic quattro euro 6 (s/s) 3dr,monaghan
audi a3 (tfsi),17102,18/09/2024,2019,30917,saloon,manual,petrol,grey audi a3. 1l sport tfsi 4dr,dublin
audi rs4 avant (fsi v8),27703.00,2024-09-18,2014,67936,estate,automatic,petrol,blue audi rs4 avant. 4.2 fsi v8 s tronic quattro euro 5 5dr. 3 previous owners,dublin
audi q2 (tfsi),28206,19/09/2024,2021,10948,suv,automatic,petrol,black audi q2. sport 35 tfsi 150 ps s tronic 1.5 5dr. 1 previous owner,wicklow
audi s3 (tfsi),18352,19/09/2024,2015,71716,hatchback,automatic,petrol,navy audi s3. 2.0 tfsi sportback 5dr petrol s tronic quattro euro 6 (s/s) (300 ps). 2 previous owners,dublin
audi a5 (black edition),14371.00,2024-09-20,2013,39229,coupe,automatic,diesel,black audi a5. 2.0 tdi black edition multitronic euro 5 (s/s) 2dr,dublin
audi a1 (cod),13452.00,20/09/2024,2014,60277,hatchback,auto,petrol,silver audi a1. 1.4 sportback tfsi black edition 5d 138 bhp sensors + half leather + bluetooth,tipperary
audi q3 (s line),34744.00,22/09/2024,2020,12228,suv,automatic,petrol,silver audi q3. s line 40 tfsi quattro 190 ps s tronic 2.0 5dr. 1 previous owner,meath
audi q5 (tdi),22799.00,22/09/2024,2018,90102,suv,automatic,diesel,blue audi q5. 2.0 tdi sport s tronic quattro euro 6 (s/s) 5dr,dublin
audi a4 cabriolet (s line),4698.00,23/09/2024,2008,85286,convertible,automatic,petrol,black audi a4 cabriolet. 2.0 tfsi s line multitronic 2dr,kerry
audi q5 (edition 1),48700.00,23/09/2024,2022,1186,suv,automatic,petrol,silver audi q5 avant. 45 tfsi quattro edition 1 5dr s tronic 2.0,dublin
audi a6 saloon (tdi v6),30181.00,23/09/2024,2018,36814,saloon,automatic,diesel,black audi a6 diesel saloon. 50 tdi quattro s line 4dr tip auto 3.0,kildare
audi a4 avant (tfsi),23165.00,2024-09-23,2019,44601,estate,automatic,petrol,red audi a4. 35 tfsi sport 5dr s tronic 2.0,louth
audi q2 (black edition),21764.00,24/09/2024,2019,32261,suv,manual,petrol,navy audi q2. 1.5 tfsi cod 35 black edition suv 5dr petrol manual euro 6 (s/s) (150 ps). 2 previous owners,dublin
audi a5 cabriolet (tfsi),30108.00,24/09/2024,2019,7526,convertible,automatic,petrol,audi a5. 40 tfsi s line 2dr s tronic 2.0. 1 previous owner,cork
audi a6 saloon (ultra),12564.00,24/09/2024,2014,65180,saloon,manual,diesel,black audi a6 saloon. 2.0 tdi ultra black edition euro 6 (s/s) 4dr,dublin
audi a1 (s line),13753.00,25/09/2024,2017,26708,hatchback,manual,petrol,red audi a1. 1.4 tfsi cod s line euro 6 (s/s) 3dr. 2 previous owners,cork
audi a4 allroad (sport),16843.00,25/09/2024,2016,84536,estate,automatic,diesel,black audi a4 allroad. 2.0 allroad tdi quattro sport nav 5d 187 bhp tow bar! low finance! free warranty. 2 previous owners,cavan
audi a3 (cod),16902.00,29/09/2024,2018,36313,hatchback,manual,petrol,red audi a3. sportback sport 1.5 tfsi 150 ps 6-speed 5dr. 1 previous owner,galway
audi a3 (edition 1),34342.00,29/09/2024,2021,5989,saloon,automatic,diesel,blue audi a3. saloon edition 1 35 tdi 150 ps s tronic 2.0 4dr. 1 previous owner,dublin
audi q7 (black edition),30175.00,01/10/2024,2018,51382,suv,automatic,diesel,blue audi q7. 3.0 tdi v6 black edition tiptronic quattro euro 6 (s/s) 5dr. 5 previous owners,meath
audi q5 (s line),29422.00,02/10/2024,2017,33727,suv,automatic,petrol,audi q5. s line 2.0 tfsi quattro 252 ps s tronic 5dr,cork
audi a1 (s line),13753.00,02/10/2024,2018,58145,hatchback,manual,petrol,red audi a1. 1.4 tfsi s line nav 3d 123 bhp. 1 previous owner,clare
audi q3 (cod),17852.00,03/10/2024,2018,84616,suv,manual,petrol,black audi q3. 1.4t fsi black edition 5dr,cork
audi q3 (s line edition),15971.00,04/10/2024,2017,72574,suv,manual,diesel,grey audi q3. 2.0 tdi quattro s line edition 5dr,galway
audi a8 (tdi v6),36269.00,04/10/2024,2019,31491,saloon,automatic,diesel,audi a8. 3.0 tdi v6 50 s line tiptronic quattro euro 6 (s/s) 4dr. 1 previous owner,mayo
audi tt (s line),21002.00,05/10/2024,2015,23408,coupe,automatic,petrol,"black audi tt. 2.0 tfsi quattro s line 2d 227 bhp fdsh, satnav, bosesound, stunning. 2 previous owners",dublin
audi tt (tfsi),17162,2024-10-05,2014,34833,coupe,manual,petrol,navy audi tt. 2.0t fsi s line 2dr. 4 previous owners,tipperary
audi sq5 (tfsi v6),32673.00,06/10/2024,2017,68031,suv,automatic,petrol,black audi sq5. 3.0 tfsi v6 tiptronic quattro euro 6 (s/s) 5dr. 2 previous owners,monaghan
audi a6 saloon (tdi),11947.00,07/10/2024,2016,62816,saloon,manual,diesel,blue audi a6 saloon. 2.0 tdi ultra se executive euro 6 (s/s) 4dr. 3 previous owners,kildare
audi a1 (tfsi),11535.00,08/10/2024,2016,54725,hatchback,manual,petrol,blue audi a1. 1.4 tfsi sport 5dr,wicklow
audi a7 (s line),12900.00,2024-10-09,2011,77335,hatchback,automatic,diesel,grey audi a7. 3.0 tdi v6 s line sportback multitronic euro 5 (s/s) 5dr. 4 previous owners,tipperary
audi a4 (se),12977.00,12/10/2024,2017,84032,saloon,manual,diesel,audi a4. a4 2.0 tdi ultra se 4d 148 bhp,wexford
audi tt (ultra),13819.00,12/10/2024,2015,80626,coupe,manual,diesel,blue audi tt. 2.0 tdi ultra s line euro 6 (s/s) 3dr,donegal
audi a3 (tdi),6741.00,2024-10-13,2015,87698,hatchback,manual,diesel,grey audi a3. 2.0 tdi se technik sportback 5dr diesel manual euro 6 (s/s) (150 ps). 3 previous owners,dublin
audi q8 (tdi v6),42687,2024-10-13,2019,77126,suv,automatic,diesel,red audi q8. 3.0 tdi v6 50 s line suv 5dr diesel tiptronic quattro euro 6 (s/s) (286 ps). 1 previous owner,cork
audi tt (sport),15790.00,2024-10-14,2018,47273,coupe,automatic,petrol,navy audi tt. 1.8 tfsi sport s tronic euro 6 (s/s) 3dr,cork
audi a5 cabriolet (s line),5609.00,15/10/2024,2009,177142,convertible,manual,diesel,audi a5 cabriolet. 2.0 tdi s line euro 5 (s/s) 2dr. 5 previous owners,limerick
