Name,SalePrice,DateOfSale,Year,Mileage,Classification,Transmission,FuelType,Description,SaleLocation
mercedes-benz c class (sport),19169.00,01/07/2024,2015,38982,saloon,automatic,petrol plug-in hybrid,black mercedes-benz c class saloon. c350e sport 4dr auto 2.0. 1 previous owner,cork
mercedes-benz glc class (glc300d),43990.00,01/07/2024,2020,20266,suv,automatic,diesel,blue mercedes-benz glc diesel estate. glc 300d 4matic amg line premium pls 5dr 9g-tronic 2.0. 1 previous owner,dublin
mercedes-benz e class (e220d),20446.00,2024-07-03,2017,50530,saloon,automatic,diesel,silver mercedes-benz e class. 2.0 e220d se g-tronic+ euro 6 (s/s) 4dr. 2 previous owners,offaly
mercedes-benz cla class (cla180),29177.00,03/07/2024,2019,22477,saloon,automatic,petrol,black mercedes-benz cla coupe. cla 180 amg line 4dr tip auto 1.3. 1 previous owner,monaghan
mercedes-benz c class (c220d),16407.00,03/07/2024,2016,43479,saloon,automatic,diesel,red mercedes-benz c class. mercedes-benz c c220d 2.1 se executive 4dr auto. 2 previous owners,westmeath
mercedes-benz cla class (cla180),37508.00,03/07/2024,2022,7313,estate,automatic,petrol,blue mercedes-benz cla class. cla 180 amg line premium plus 5dr tip auto 1.3,kildare
mercedes-benz m class (amg line),19370.00,04/07/2024,2015,102759,suv,automatic,diesel,navy mercedes-benz m class. 3.0 ml350 v6 bluetec amg line g-tronic 4wd euro 6 (s/s) 5dr,cork
mercedes-benz c class (c220d),9110.00,05/07/2024,2016,156376,estate,automatic,diesel,blue mercedes-benz c class. 2.1 c220d sport 7g-tronic+ euro 6 (s/s) 5dr. 3 previous owners,dublin
mercedes-benz a class (a180),22355.00,05/07/2024,2021,8720,hatchback,manual,petrol,mercedes-benz a class. a180 se 5dr ** heated seats - navigation ** 1.3. 1 previous owner,kildare
mercedes-benz sl class (sl350),14247.00,06/07/2024,2009,71236,convertible,automatic,petrol,navy mercedes-benz sl class. sl 350 2dr tip auto 3.5,dublin
mercedes-benz slk (blueefficiency),11981.00,07/07/2024,2012,69331,convertible,automatic,diesel,blue mercedes-benz slk. 2.1 slk250 cdi blueefficiency amg sport 7g-tronic plus (s/s) 2dr. 6 previous owners,dublin
mercedes-benz a class (a180d),18007.00,09/07/2024,2017,29535,hatchback,automatic,diesel,grey mercedes-benz a class. 1.5 a180d se 7g-dct euro 6 (s/s) 5dr. 2 previous owners,dublin
mercedes-benz a class (a250),18795.00,09/07/2024,2016,53770,hatchback,automatic,petrol,red mercedes-benz a class. a250 4matic amg premium 5dr auto 2.0,cork
mercedes-benz gle class (gle300d),51762.00,09/07/2024,2019,14860,suv,automatic,diesel,red mercedes-benz gle. gle 300d 4matic amg line premium 5dr 9g-tronic 2.0,dublin
mercedes-benz c class (amg line),17365.00,10/07/2024,2017,67386,saloon,automatic,diesel,grey mercedes-benz c class. c220d amg line 4dr 2.1. 3 previous owners,galway
mercedes-benz a class (a35),37330.00,11/07/2024,2019,30207,hatchback,automatic,petrol,blue mercedes-benz a class. 2.0 a35 amg (premium plus) spds dct 4matic euro 6 (s/s) 5dr,limerick
mercedes-benz e class (e250 cdi),13196.00,11/07/2024,2015,75149,saloon,automatic,diesel,black mercedes-benz e class. 2.1 e250 cdi amg line g-tronic+ euro 5 (s/s) 4dr,kildare
mercedes-benz a class (a180d),20441.00,2024-07-11,2019,42041,hatchback,automatic,diesel,silver mercedes-benz a class. mercedes-benz a a180d 1.5 se executive 5dr auto. 1 previous owner,dublin
mercedes-benz a class (a180),23090.00,2024-07-13,2019,10572,hatchback,manual,petrol,mercedes-benz a class hatchback. a180 sport executive 5dr 1.3. 1 previous owner,waterford
mercedes-benz c class (sport),4252,13/07/2024,2009,98885,saloon,automatic,diesel,black mercedes-benz c class. 2.1 c220 cdi sport auto euro 4 4dr. 5 previous owners,galway
mercedes-benz a class (blueefficiency),2960,13/07/2024,2010,86564,hatchback,manual,petrol,mercedes-benz a class. 1.5 a160 blueefficiency classic se 3dr. 1 previous owner,donegal
mercedes-benz e class (e350d v6),20148.00,14/07/2024,2016,45024,convertible,automatic,diesel,black mercedes-benz e class. 3.0 e350d v6 bluetec amg line cabriolet g-tronic+ euro 6 (s/s) 2dr. 3 previous owners,dublin
mercedes-benz cla class (amg line),32950.00,2024-07-15,2021,12189,saloon,automatic,petrol,blue mercedes-benz cla. cla 200 amg line 4dr tip auto 1.3. 1 previous owner,sligo
mercedes-benz e class (amg sport),13213.00,16/07/2024,2013,33140,saloon,automatic,diesel,blue mercedes-benz e class. 2.1 e220 cdi amg sport g-tronic+ euro 5 (s/s) 4dr,cork
mercedes-benz c class (sport),19158.00,17/07/2024,2016,56926,saloon,automatic,petrol plug-in hybrid,blue mercedes-benz c class. c350e sport premium plus 4dr auto 2.0,wicklow
mercedes-benz gle class (gle450h),52243.00,17/07/2024,2019,45255,suv,automatic,petrol,grey mercedes-benz gle. 450 4matic amg line prem + 5dr 9g-tron [7 st] 3.0,laois
mercedes-benz c class (elegance),5569,18/07/2024,2008,74545,saloon,automatic,diesel,black mercedes-benz c class. 2.1 c220 cdi elegance auto euro 4 4dr,sligo
mercedes-benz a class (a180d),14703.00,18/07/2024,2016,32557,hatchback,manual,diesel,black mercedes-benz a class. a180d se 5dr 1.5,wicklow
mercedes-benz a class (amg line),16410.00,18/07/2024,2017,35133,hatchback,manual,petrol,navy mercedes-benz a class. 1.6 a180 amg line (executive) euro 6 (s/s) 5dr. 2 previous owners,wexford
mercedes-benz e class (amg line night edition),35359.00,18/07/2024,2019,18099,saloon,automatic,diesel,navy mercedes-benz e class. e 220 d amg line night edition premium 2.0 4dr. 1 previous owner,louth
mercedes-benz c class (sport),5406.00,20/07/2024,2009,45152,saloon,automatic,diesel,black mercedes-benz c class. 2.1 c250 cdi blueefficiency sport saloon 4dr diesel auto euro 5 (204 ps). 1 previous owner,dublin
mercedes-benz glc class (glc43 v6),57268.00,20/07/2024,2022,2976,suv,auto,petrol,black mercedes-benz glc. 43 4matic premium 5dr mct 3.0,galway
mercedes-benz gla class (gla220 cdi),15900.00,20/07/2024,2014,61924,suv,automatic,diesel,mercedes-benz gla. gla 220 cdi 4matic amg line 5dr auto 2.1,dublin
mercedes-benz a class (a200),22361,20/07/2024,2019,21734,hatchback,manual,petrol,black mercedes-benz a-class. a200 amg line hatchback 5dr petrol 7g-dct euro 6 (s/s) (163 ps nationwide delivery 1.6,cork
mercedes-benz a class (amg s plus),56813.00,21/07/2024,2021,12908,hatchback,automatic,petrol,red mercedes-benz a class. a45 s 4matic+ plus 5dr auto 2.0. 2 previous owners,louth
mercedes-benz gle class (gle350d),53350.00,2024-07-22,2019,19602,s.u.v.,automatic,diesel,black mercedes-benz gle. gle 350d 4matic amg line prem + 5dr 9g-tron [7 st] 2.9,cavan
mercedes-benz a class (amg line edition),37859.00,22/07/2024,2021,17008,saloon,automatic,petrol plug-in hybrid,mercedes-benz a class. a250e amg line premium plus edition 5dr auto 1.3. 1 previous owner,waterford
mercedes-benz e class (e220),16432.00,24/07/2024,2015,47073,saloon,automatic,diesel,black mercedes-benz e class. mercedes-benz e e220 2.1 bluetec amg night edition 4dr auto. 1 previous owner,limerick
mercedes-benz gla class (gla200d),22006.00,25/07/2024,2019,22489,suv,automatic,diesel,red mercedes-benz gla class. 2.1l sport gla200d 5dr,galway
mercedes-benz c class (amg line),13272.00,26/07/2024,2015,125023,estate,automatic,diesel,black mercedes-benz c class. 2.1 c250 bluetec amg line g-tronic+ euro 6 (s/s) 5dr. 3 previous owners,wexford
mercedes-benz cls (blueefficiency),7664.00,26/07/2024,2012,161137,saloon,automatic,diesel,grey mercedes-benz cls class. 3.0 cls350 cdi sport amg 4d 265 bhp. 2 previous owners,dublin
mercedes-benz a class (sport),12694.00,28/07/2024,2016,57314,hatchback,manual,diesel,navy mercedes-benz a class. 1.5 a180d sport (executive) euro 6 (s/s) 5dr. 2 previous owners,dublin
mercedes-benz m class (ml350 v6),19949.00,2024-07-29,2013,54564,suv,automatic,diesel,red mercedes-benz m-class. 3.0 ml350 bluetec amg sport 5d 258 bhp in iridium silver,dublin
mercedes-benz gla class (sport),15403.00,2024-07-29,2017,83693,suv,auto,diesel,grey mercedes-benz gla-class. 2.1 gla 220 d 4matic sport 5d 174 bhp new front pads and discs. 2 previous owners,dublin
mercedes-benz c class (c250d),20886.00,29/07/2024,2017,26021,estate,automatic,diesel,mercedes-benz c class. 2.1l sport c250d 5dr,offaly
mercedes-benz e class (e220 cdi),7968.00,29/07/2024,2010,99823,estate,automatic,diesel,black mercedes-benz e class. 2.1 e220 cdi blueefficiency avantgarde tiptronic 5dr. 1 previous owner,dublin
mercedes-benz cla class (cla200),29152.00,30/07/2024,2019,19497,saloon,auto,petrol,black mercedes-benz cla. cla 200 amg line 4dr tip auto leather seats 1.3,meath
mercedes-benz e class (e250 cdi),8425.00,2024-07-30,2010,89689,coupe,automatic,diesel,grey mercedes-benz e-class. 2.1 e250 cdi blueefficiency sport 2d 204 bhp. 1 previous owner,tipperary
mercedes-benz s class (se line),16103,30/07/2024,2013,140308,saloon,automatic,diesel,silver mercedes-benz s-class. 3.0 s350 bluetec l se line executive 4d 258 bhp,dublin
mercedes-benz gla class (gla200 cdi),14441.00,31/07/2024,2015,86631,suv,auto,diesel,silver mercedes-benz gla class. 2.1 gla200 cdi sport 7g-dct euro 6 (s/s) 5dr. 5 previous owners,cork
mercedes-benz a class (a200d),28531.00,31/07/2024,2021,18642,hatchback,automatic,diesel,red mercedes-benz a class. 2.0 a200d exclusive edition hatchback 5dr diesel 8g-dct euro 6 (s/s) (150 ps). 1 previous owner,kildare
mercedes-benz e class (amg sport),14334.00,31/07/2024,2013,70379,convertible,automatic,diesel,grey mercedes-benz e class. 2.1 e250 cdi amg sport cabriolet g-tronic+ euro 5 (s/s) 2dr. 3 previous owners,dublin
mercedes-benz m class (bluetec),15463,02/08/2024,2014,106202,s.u.v.,automatic,diesel,grey mercedes-benz m-class. 3.0 ml350 bluetec amg sport 5d 258 bhp,waterford
mercedes-benz glc class (glc300de),45039.00,02/08/2024,2020,17703,suv,automatic,diesel plug-in hybrid,red mercedes-benz glc. glc 300de 4matic amg line 5dr 9g-tronic 2.0,wicklow
mercedes-benz e class (e53 biturbo),46199.00,02/08/2024,2019,30113,estate,auto,petrol,mercedes-benz e class. e53 4matic+ premium plus 5dr 9g-tronic 3.0. 1 previous owner,roscommon
mercedes-benz gle class (gle350d v6),39117.00,03/08/2024,2016,40423,coupe,automatic,diesel,navy mercedes-benz gle-class. 3.0 gle350d v6 amg line (premium plus) g-tronic 4matic (s/s) 5dr,meath
mercedes-benz c class (c220d),23431.00,03/08/2024,2017,37073,saloon,automatic,diesel,blue mercedes-benz c class. c 220 d amg line premium plus - 19 inch alloys - pan roof -burmester sound 2.1 4dr,dublin
mercedes-benz c class (mhev eq boost),27184.00,07/08/2024,2019,15916,saloon,automatic,petrol,blue mercedes-benz c class. 1.5 c200 mhev eq boost amg line (premium) saloon 4dr petrol g-tronic+ euro 6 (s/s) (198 ps). 1 previous owner,dublin
mercedes-benz cls (amg line),35641.00,07/08/2024,2019,24077,saloon,automatic,diesel,blue mercedes-benz cls. cls 300d amg line 4dr 9g-tronic 2.0,donegal
mercedes-benz e class (mhev),47221.00,08/08/2024,2022,6073,saloon,automatic,diesel hybrid,red mercedes-benz e class. e300d 4matic amg line premium 4dr 9g-tronic 2.0,tipperary
mercedes-benz gla class (gla220d),18073.00,09/08/2024,2016,51333,suv,automatic,diesel,red mercedes-benz gla class. 2.1 gla220d amg line 7g-dct 4matic euro 6 (s/s) 5dr. 2 previous owners,dublin
mercedes-benz m class (ml350 v6),17307.00,09/08/2024,2013,73306,suv,automatic,diesel,silver mercedes-benz m-class. 3.0 ml350 bluetec amg sport 5d auto 258 bhp pan roof-heated seats-re camera,offaly
mercedes-benz glc class (amg line),35357.00,2024-08-09,2018,30792,coupe,automatic,diesel,blue mercedes-benz glc coupe. glc 250d 4matic amg line prem plus 5dr 9g-tronic 2.1,louth
mercedes-benz c class (se),4893.00,09/08/2024,2012,123088,estate,manual,diesel,red mercedes-benz c class. 2.1 c220 cdi blueefficiency se euro 5 (s/s) 5dr. 3 previous owners,offaly
mercedes-benz e class (elegance),4051.00,09/08/2024,2008,111160,saloon,automatic,diesel,black mercedes-benz e class. 2.1 e220 cdi elegance 4dr. 3 previous owners,cork
mercedes-benz c class (c200),16992.00,09/08/2024,2015,41344,saloon,automatic,petrol,red mercedes-benz c-class. c200 sport +sat nav+ 2.0 4dr,meath
mercedes-benz e class (blueefficiency),5651.00,10/08/2024,2009,97899,coupe,automatic,diesel,mercedes-benz e class. 3.0 e350 cdi v6 blueefficiency sport g-tronic euro 5 2dr,galway
mercedes-benz a class (a180),33043.00,10/08/2024,2022,2940,saloon,automatic,petrol,blue mercedes-benz a class. a180 amg line executive edition 4dr auto 1.3,galway
mercedes-benz e class (e350d v6),16329.00,10/08/2024,2015,87848,convertible,automatic,diesel,black mercedes-benz e-class. 3.0 e350 bluetec amg line 2d 255 bhp ***trusted family run business***,dublin
mercedes-benz gla class (gla200d),15708.00,10/08/2024,2015,68953,suv,manual,diesel,black mercedes-benz gla-class. 2.1 gla 200 d amg line premium plus 5d 134 bhp 85 point check / mot/ warranty inc,dublin
mercedes-benz a class (a200),23793.00,10/08/2024,2020,11461,hatchback,manual,petrol,mercedes-benz a-class. a200 amg line 5dr petrol hatchback 1.3,galway
mercedes-benz e class (amg line),26594.00,11/08/2024,2018,50036,coupe,automatic,petrol,black mercedes-benz e300. 2.0 amg line 2dr,wexford
mercedes-benz c class (sport),10864.00,11/08/2024,2015,90032,estate,manual,diesel,mercedes-benz c-class. 2.1 c220 bluetec sport 5d 170 bhp + sat nav + leather + history + 6% finance available* + delivery,roscommon
mercedes-benz gle class (amg line),48092.00,11/08/2024,2019,24871,suv,automatic,diesel,grey mercedes-benz gle. gle 300d 4matic amg line premium 5dr 9g-tronic 2.0,donegal
mercedes-benz c class (mhev eq boost),25016.00,12/08/2024,2019,31156,saloon,automatic,petrol,blue mercedes-benz c class. 1.5l amg line mhev eq boost c200 4dr,dublin
mercedes-benz gle class (amg line),56490.00,2024-08-12,2019,36910,suv,automatic,diesel,grey mercedes-benz gle diesel estate. gle 400d 4matic amg line prem + 5dr 9g-tron [7 st] 2.9. 1 previous owner,louth
mercedes-benz e class (amg line),22592,14/08/2024,2017,50041,saloon,automatic,diesel,"red mercedes-benz e-class. 2.0 e 220 d amg line premium 4d auto 192 bhp - pan roof, sat nav, privacy. 2 previous owners",dublin
mercedes-benz gla class (gla45),31418.00,2024-08-14,2018,28086,suv,automatic,petrol,blue mercedes-benz gla-class. 2.0 gla45 amg 4matic 5d 360 bhp amg exhaust / aerokit / 20-inch. 2 previous owners,carlow
mercedes-benz a class (a200d),19290.00,15/08/2024,2018,32954,hatchback,automatic,diesel,grey mercedes-benz a class. a200d amg line premium 5dr auto 2.1,carlow
mercedes-benz glc class (amg line),28428.00,16/08/2024,2018,42026,suv,automatic,diesel,black mercedes-benz glc class. 2.1 glc250d amg line (premium) g-tronic+ 4matic euro 6 (s/s) 5dr,dublin
mercedes-benz e class (amg line),26143.00,16/08/2024,2017,60729,estate,automatic,diesel,red mercedes-benz e class. 2.0 e220d amg line (premium plus) g-tronic+ 4matic euro 6 (s/s) 5dr. 2 previous owners,cork
mercedes-benz a class (a200d),13848.00,16/08/2024,2017,45169,hatchback,manual,diesel,silver mercedes-benz a class. 2.1 a200d se euro 6 (s/s) 5dr,tipperary
mercedes-benz glc class (glc220d),37265.00,17/08/2024,2019,35514,suv,automatic,diesel,grey mercedes-benz glc diesel estate. glc 220d 4matic amg line premium 5dr 9g-tronic 2.0. 1 previous owner,dublin
mercedes-benz a class (a180),14907.00,17/08/2024,2016,38086,hatchback,manual,petrol,mercedes-benz a-class. 1.6 a 180 amg line 5d 121 bhp. 2 previous owners,dublin
mercedes-benz gla class (amg line),22474.00,18/08/2024,2017,29084,suv,automatic,diesel,grey mercedes-benz gla-class. 2.1 gla 220 d 4matic amg line premium 5d 174 bhp major service @21k|1 former keeper,cork
mercedes-benz gle class (gle350d v6),38085.00,19/08/2024,2018,77212,coupe,automatic,diesel,navy mercedes-benz gle class. 3.0 gle350d v6 amg night edition (premium plus) g-tronic 4matic euro 6 (s/s) 5dr. 2 previous owners,cork
mercedes-benz a class (a200),27493.00,19/08/2024,2020,12337,hatchback,manual,petrol,red mercedes-benz a class. a200 amg line 5dr 1.3,cavan
mercedes-benz a class (a35),36556.00,19/08/2024,2019,23004,hatchback,automatic,petrol,blue mercedes-benz a class amg hatchback. a35 4matic premium plus 5dr auto 2.0. 3 previous owners,dublin
mercedes-benz glc class (glc250d),31897.00,19/08/2024,2019,57020,suv,automatic,diesel,mercedes-benz glc class. glc 250 d 4matic amg line 2.1 5dr,wexford
mercedes-benz glc class (glc250d),30726.00,19/08/2024,2018,31170,suv,automatic,diesel,grey mercedes-benz glc. glc 250d 4matic amg line premium 5dr 9g-tronic leather seats 2.1,cavan
mercedes-benz a class (sport),16658.00,21/08/2024,2016,31973,hatchback,automatic,petrol,black mercedes-benz a class. 1.6 a180 sport (premium) 7g-dct euro 6 (s/s) 5dr. 1 previous owner,dublin
mercedes-benz cla class (cla220d),29901.00,22/08/2024,2020,30609,saloon,automatic,diesel,black mercedes-benz cla. cla 220d amg line 4dr tip auto 2.0. 2 previous owners,roscommon
mercedes-benz c class (mhev eq boost),26178.00,2024-08-23,2020,15849,saloon,automatic,petrol,grey mercedes-benz c-class. c200 sport premium 4dr 9g-tronic leather seats 1.5,donegal
mercedes-benz cla class (cla220d),18581.00,23/08/2024,2017,62943,saloon,automatic,diesel,red mercedes-benz cla class. 2.1 cla220d amg line coupe 4dr diesel 7g-dct euro 6 (s/s) (177 ps),dublin
mercedes-benz e class (sport),9049,25/08/2024,2012,58013,coupe,automatic,diesel,black mercedes-benz e class. 2.1 e220 cdi blueefficiency sport g-tronic+ euro 5 (s/s) 2dr. 3 previous owners,donegal
mercedes-benz a class (a250),26948.00,26/08/2024,2021,64853,hatchback,automatic,petrol,red mercedes-benz a class. a250 amg line premium plus 5dr auto 2.0. 2 previous owners,cork
mercedes-benz c class (c200),28307.00,26/08/2024,2020,26267,saloon,automatic,petrol,black mercedes-benz c class. c 200 sedan 1.5 4dr,galway
mercedes-benz c class (c43 v6),32729,27/08/2024,2017,34989,coupe,automatic,petrol,black mercedes-benz c class. 3.0 c43 v6 amg (premium plus) coupe 2dr petrol g-tronic+ 4matic euro 6 (s/s) (367 ps). 2 previous owners,cavan
mercedes-benz e class (e250 cdi),11397.00,27/08/2024,2013,75500,coupe,automatic,diesel,black mercedes-benz e class. 2.1 e250 cdi amg sport g-tronic+ euro 5 (s/s) 2dr,galway
mercedes-benz a class (a180d),15718.00,28/08/2024,2016,28479,hatchback,manual,diesel,black mercedes-benz a-class. 1.5 a180 d amg line 5dr. 1 previous owner,dublin
mercedes-benz a class (a180d),15510,2024-08-29,2017,53148,hatchback,manual,diesel,mercedes-benz a class. a180d sport premium 5dr 1.5. 2 previous owners,kildare
mercedes-benz glb class (amg line),33820.00,30/08/2024,2021,8265,suv,automatic,petrol,silver mercedes-benz glb class. 1.3 glb200 amg line g-tronic euro 6 (s/s) 5dr (7 seat). 1 previous owner,kerry
mercedes-benz a class (amg sport),11974.00,31/08/2024,2014,60183,hatchback,manual,diesel,red mercedes-benz a class. 1.5 a180 cdi blueefficiency amg sport euro 5 (s/s) 5dr. 3 previous owners,leitrim
mercedes-benz gla class (gla250),15386.00,01/09/2024,2014,80394,suv,automatic,petrol,blue mercedes-benz gla class. 2.0 gla250 amg line (premium plus) 7g-dct 4matic 5dr,wexford
mercedes-benz c class (amg line),20859.00,01/09/2024,2016,35806,saloon,automatic,diesel,grey mercedes-benz c-class. 2.1 c220 d amg line premium 4d 170 bhp. 2 previous owners,tipperary
mercedes-benz gle class (gle350d v6),45171.00,01/09/2024,2018,26387,coupe,automatic,diesel,grey mercedes-benz gle class. 3.0 gle350d v6 amg night edition (premium plus) coupe 5dr diesel g-tronic+ 4matic euro 6 (s/s) (258 ps). 2 previous owners,cork
mercedes-benz gla class (gla200),28497.00,02/09/2024,2020,16331,suv,automatic,petrol,blue mercedes-benz gla class. 1.6 gla200 amg line edition (plus) 7g-dct euro 6 (s/s) 5dr,cork
mercedes-benz cla class (amg line),37606.00,2024-09-03,2022,3737,saloon,automatic,petrol,navy mercedes-benz cla class. 1.3 cla200 amg line (premium plus 2) coupe 7g-dct euro 6 (s/s) 4dr. 2 previous owners,leitrim
mercedes-benz glc class (amg line),40668.00,04/09/2024,2019,17306,coupe,automatic,petrol,grey mercedes-benz glc coupe. glc 250 4matic amg line premium plus 5dr 9g-tronic 2.0,dublin
mercedes-benz amg gt (v8 biturbo),113403.00,05/09/2024,2018,13013,coupe,automatic,petrol,navy mercedes-benz amg gt. 4.0 v8 biturbo gpf r (premium) spds dct euro 6 (s/s) 2dr,cork
mercedes-benz a class (se),13530.00,05/09/2024,2016,26110,hatchback,manual,petrol,blue mercedes-benz a class. 1.6 a180 se euro 6 (s/s) 5dr,cavan
mercedes-benz m class (ml350 v6),18260.00,06/09/2024,2014,85252,suv,automatic,diesel,mercedes-benz m class. 3.0 ml350 v6 bluetec amg sport g-tronic 4wd euro 6 (s/s) 5dr. 3 previous owners,wexford
mercedes-benz glc class (amg line),18097.00,06/09/2024,2017,142376,suv,automatic,diesel,blue mercedes-benz glc class. 2.1 glc250d amg line (premium) g-tronic 4matic euro 6 (s/s) 5dr. 3 previous owners,dublin
mercedes-benz e class (e220),18008.00,07/09/2024,2016,39282,estate,automatic,diesel,grey mercedes-benz e-class. e220 bluetec amg night edition 5dr 7g-tronic leather seats 2.1,cork
mercedes-benz e class (e220d),21069.00,08/09/2024,2018,50791,saloon,automatic,diesel,red mercedes-benz e class. e220d se 4dr 9g-tronic - heated leather - electric seats - dab 2.0,donegal
mercedes-benz cla class (amg line),17821.00,09/09/2024,2016,62366,saloon,automatic,diesel,blue mercedes-benz cla class. cla 220d amg line 4matic 4dr tip auto 2.1. 2 previous owners,kilkenny
mercedes-benz a class (a180),14398.00,09/09/2024,2015,44275,hatchback,automatic,petrol,blue mercedes-benz a class. 1.6 a180 sport (premium) 7g-dct euro 6 (s/s) 5dr. 2 previous owners,dublin
mercedes-benz e class (e400d),33488.00,2024-09-09,2019,42328,saloon,automatic,diesel,blue mercedes-benz e class. 2.9 e400d amg line (premium plus) g-tronic+ 4matic euro 6 (s/s) 4dr,dublin
mercedes-benz c class (c220d),24405.00,2024-09-09,2019,77174,convertible,automatic,diesel,blue mercedes-benz c class. 2.0 c220d amg line cabriolet g-tronic+ euro 6 (s/s) 2dr. 1 previous owner,dublin
mercedes-benz c class (c200d),20162.00,2024-09-09,2019,10870,saloon,manual,diesel,navy mercedes-benz c class. c200d se 4dr 1.6,kerry
mercedes-benz e class (amg line),27313.00,09/09/2024,2018,35335,saloon,automatic,petrol,blue mercedes-benz e class. 2.0 e200 amg line (premium) g-tronic+ euro 6 (s/s) 4dr,westmeath
mercedes-benz gle class (gle400d),60212.00,10/09/2024,2021,22321,suv,automatic,diesel,silver mercedes-benz gle class. 2.9 gle400d amg line (premium plus) g-tronic 4matic euro 6 (s/s) 5dr (7 seat),meath
mercedes-benz glc class (glc43 v6),48872.00,2024-09-11,2019,2097,coupe,auto,petrol,silver mercedes-benz glc class. 3.0 glc43 v6 amg coupe 5dr petrol g-tronic+ 4matic euro 6 (s/s) (390 ps),wexford
mercedes-benz gla class (gla45),34396.00,11/09/2024,2018,41882,suv,automatic,petrol,mercedes-benz gla-class. mercedes-amg gla 45 4matic 2.0 5dr,meath
mercedes-benz glc class (glc300h),50294.00,11/09/2024,2022,8179,suv,automatic,petrol hybrid,red mercedes-benz glc. 300 4matic amg line premium 5dr 9g-tronic petrol estate 2.0,waterford
mercedes-benz cla class (cla200),29922,12/09/2024,2020,11010,estate,automatic,petrol,blue mercedes-benz cla class. cla 200 amg line 5dr tip auto 1.3. 1 previous owner,limerick
mercedes-benz e class (e350d v6),21868.00,2024-09-12,2017,59035,saloon,automatic,diesel,black mercedes-benz e class. 3.0 e350d v6 amg line g-tronic+ euro 6 (s/s) 4dr,kilkenny
mercedes-benz g class (g63 v8 biturbo),205433.00,2024-09-13,2021,3538,suv,automatic,petrol,blue mercedes-benz g class. 4.0 g63 v8 biturbo amg spds+9gt 4wd euro 6 (s/s) 5dr,dublin
mercedes-benz a class (a250),28227.00,13/09/2024,2019,8754,hatchback,automatic,petrol,black mercedes-benz a class. a250 amg line premium 5dr auto 2.0. 1 previous owner,limerick
mercedes-benz m class (bluetec),16817.00,15/09/2024,2013,89467,suv,auto,diesel,mercedes-benz m-class. 3.0 ml350 bluetec amg sport 5d 258 bhp ***trusted family run business***,dublin
mercedes-benz a class (a180),19701.00,15/09/2024,2019,26967,hatchback,manual,petrol,mercedes-benz a class. 1.3l sport a180 5dr,dublin
mercedes-benz e class (e220d),27634.00,16/09/2024,2018,23184,convertible,automatic,diesel,black mercedes-benz e class. 2.0 e220d amg line (premium) cabriolet g-tronic+ euro 6 (s/s) 2dr. 3 previous owners,limerick
mercedes-benz eqc (sport),60137.00,16/09/2024,2021,6907,suv,automatic,electric,blue mercedes-benz eqc. eqc 400 300kw sport 80kwh 5dr auto. 1 previous owner,mayo
mercedes-benz e class (amg line),25352.00,18/09/2024,2017,26335,saloon,automatic,diesel,blue mercedes-benz e class. 3.0 e350d v6 amg line g-tronic+ euro 6 (s/s) 4dr. 1 previous owner,mayo
mercedes-benz gle class (amg s),40195,21/09/2024,2016,76858,suv,automatic,petrol,black mercedes-benz gle class. 5.5 gle63 v8 amg s (premium) spds+7gt 4matic euro 6 (s/s) 5dr. 4 previous owners,dublin
mercedes-benz c class (c250d),17806.00,21/09/2024,2018,88415,saloon,automatic,diesel,silver mercedes-benz c class. 2.1 c250d sport (premium) g-tronic+ euro 6 (s/s) 4dr,dublin
mercedes-benz c class (se),3188.00,23/09/2024,2008,86638,coupe,automatic,petrol,grey mercedes-benz c-class. 1.8 c180 kompressor se sports 3d 141 bhp priced to sell quickly,wexford
mercedes-benz e class (e53h biturbo),64590.00,25/09/2024,2022,7497,estate,automatic,petrol hybrid,black mercedes-benz e class amg estate. e53 4matic+ night edition prem+ 5dr tct 3.0. 1 previous owner,galway
mercedes-benz e class (e300),38114.00,26/09/2024,2020,15043,coupe,automatic,petrol,red mercedes-benz e-class coupe. e 300 amg line premium 2.0 2dr. 1 previous owner,limerick
mercedes-benz e class (se),14446.00,27/09/2024,2016,115083,saloon,automatic,diesel,black mercedes-benz e class. 2.0 e220d se g-tronic+ euro 6 (s/s) 4dr. 3 previous owners,galway
mercedes-benz gle class (mhev),70218.00,27/09/2024,2022,7555,suv,automatic,petrol hybrid,blue mercedes-benz gle. 53 4matic+ premium 5dr 9g-tronic [7 seats] petrol estate 3.0,tipperary
mercedes-benz e class (e400d),34540.00,27/09/2024,2019,44112,saloon,automatic,diesel,black mercedes-benz e class. e400d 4matic amg line premium plus 4dr 9g-tronic 2.9,dublin
mercedes-benz cla class (amg sport),11834.00,28/09/2024,2014,40303,saloon,manual,petrol,black mercedes-benz cla class. 1.6 cla180 amg sport coupe euro 6 (s/s) 4dr. 3 previous owners,dublin
mercedes-benz e class (se),13220,28/09/2024,2014,39336,saloon,automatic,diesel,navy mercedes-benz e-class. 2.1 e250 cdi se 4 door diesel silver 1 owner full heated leather bluetooth+cruise+satnav+usb+dab. 2 previous owners,meath
mercedes-benz gle class (amg line),37360.00,2024-09-29,2017,46100,coupe,automatic,diesel,black mercedes-benz gle coupe. gle 350d 4matic amg line premium plus 5dr 9g-tron 3.0. 3 previous owners,waterford
