Name,SalePrice,DateOfSale,Year,Mileage,Classification,Transmission,FuelType,Description,SaleLocation
mercedes-benz gle class (amg s),52450.00,09/04/2024,2018,32140,suv,automatic,petrol,blue mercedes-benz gle class. 5.5 gle63 v8 amg s (premium) spds+7gt 4matic euro 6 (s/s) 5dr. 1 previous owner,wexford
mercedes-benz gla class (gla200d),20292.00,09/04/2024,2018,17243,suv,automatic,diesel,mercedes-benz gla class. 2.1 gla200d se 7g-dct euro 6 (s/s) 5dr. 1 previous owner,dublin
mercedes-benz e class (sport),9778.00,10/04/2024,2012,71111,saloon,automatic,diesel,mercedes-benz e class. e250 cdi blueefficiency sport 2.1 4dr,kildare
mercedes-benz a class (sport),8662.00,12/04/2024,2013,88034,hatchback,manual,diesel,grey mercedes-benz a class. 1.8 a200 cdi sport 5dr,galway
mercedes-benz a class (amg line edition),39364.00,12/04/2024,2022,8671,hatchback,automatic,petrol,grey mercedes-benz a class. a200 amg line premium plus edition 5dr auto 1.3. 1 previous owner,tipperary
mercedes-benz c class (amg sport),10426.00,12/04/2024,2013,72149,saloon,automatic,petrol,black mercedes-benz c class. 1.6 c180 amg sport g-tronic+ euro 6 (s/s) 4dr. 4 previous owners,dublin
mercedes-benz a class (a220),27237.00,2024-04-13,2019,11806,hatchback,automatic,petrol,blue mercedes-benz a class. a220 amg line premium 5dr auto 2.0. 1 previous owner,leitrim
mercedes-benz c class (mhev),42114.00,14/04/2024,2022,9647,estate,automatic,petrol hybrid,grey mercedes-benz c class. c200 amg line premium 5dr 9g-tronic 1.5. 1 previous owner,cork
mercedes-benz c class (c63 v8 biturbo),90459.00,2024-04-14,2022,314,convertible,automatic,petrol,black mercedes-benz c-class. mercedes-amg c 63 s night edition cabriolet 4.0 2dr,galway
mercedes-benz e class (amg night edition),16269.00,15/04/2024,2016,65416,estate,automatic,diesel,red mercedes-benz e class. 2.1 e220 bluetec amg night edition (premium) g-tronic+ euro 6 (s/s) 5dr,dublin
mercedes-benz c class (bluetec),13327.00,2024-04-15,2015,102364,saloon,manual,diesel,silver mercedes-benz c-class. c200 bluetec amg line 4dr 1.6. 5 previous owners,mayo
mercedes-benz e class (e250 cdi),9430.00,15/04/2024,2013,75061,convertible,automatic,diesel,navy mercedes-benz e class. 2.1 e250 cdi blueefficiency sport cabriolet g-tronic+ euro 5 (s/s) 2dr. 2 previous owners,dublin
mercedes-benz e class (amg line),21359.00,16/04/2024,2017,64947,saloon,automatic,diesel,mercedes-benz e class. 2.0 e220d amg line (premium) g-tronic+ euro 6 (s/s) 4dr. 4 previous owners,roscommon
mercedes-benz a class (a35),32267,17/04/2024,2019,20377,hatchback,automatic,petrol,mercedes-benz a class. a35 4matic premium 5dr auto 2.0,kildare
mercedes-benz c class (se edition 125),3971.00,18/04/2024,2011,153044,saloon,manual,diesel,mercedes-benz c class. 2.1 c220 cdi blueefficiency se edition 125 euro 5 (s/s) 4dr. 2 previous owners,limerick
mercedes-benz a class (amg line),15508,19/04/2024,2017,65359,hatchback,manual,diesel,blue mercedes-benz a-class. 1.5 a 180 d amg line premium plus 5d 107 bhp. 2 previous owners,kildare
mercedes-benz e class (e220d),19644.00,19/04/2024,2017,60295,saloon,automatic,diesel,black mercedes-benz e class. 2.0 e220d se g-tronic+ euro 6 (s/s) 4dr. 2 previous owners,wicklow
mercedes-benz gla class (gla200d),22164.00,19/04/2024,2019,33298,suv,automatic,diesel,blue mercedes-benz gla class. 2.1 gla200d sport (executive) 7g-dct euro 6 (s/s) 5dr. 1 previous owner,cork
mercedes-benz a class (avantgarde se),4801.00,20/04/2024,2012,69114,hatchback,manual,petrol,grey mercedes-benz a class. 1.5 a160 blueefficiency avantgarde se 5dr. 2 previous owners,cork
mercedes-benz e class (e400),16595.00,20/04/2024,2014,71110,coupe,auto,petrol,mercedes-benz e-class. 3.0 e400 amg sport plus 2d 333 bhp,galway
mercedes-benz a class (amg line edition),28941.00,21/04/2024,2021,2331,hatchback,manual,petrol,grey mercedes-benz a class. a180 amg line executive edition 5dr 1.3,cork
mercedes-benz gla class (gla200),25949.00,21/04/2024,2019,30272,suv,automatic,petrol,"blue mercedes-benz gla-class. 1.6 gla 200 amg line edition 5d 155 bhp automatic, full main dealer history. 1 previous owner",clare
mercedes-benz e class (amg line),16341.00,2024-04-21,2016,104315,saloon,automatic,diesel,red mercedes-benz e class. e 220 d amg line 2.0 4dr. 2 previous owners,waterford
mercedes-benz cla class (cla180),33179.00,21/04/2024,2019,12799,saloon,automatic,petrol,mercedes-benz cla. 180 amg line premium plus 4dr tip auto petrol saloon 1.3,dublin
mercedes-benz c class (blueefficiency),11042.00,2024-04-22,2013,68201,estate,automatic,diesel,grey mercedes-benz c class. c220 cdi blueeff amg sport 5dr auto 2.1. 3 previous owners,kilkenny
mercedes-benz c class (c63 v8 biturbo),41264.00,22/04/2024,2017,32590,coupe,automatic,petrol,navy mercedes-benz c class. c63 premium 2dr auto 4.0,dublin
mercedes-benz c class (bluetec),13739.00,22/04/2024,2014,98163,saloon,automatic,diesel,blue mercedes-benz c class. 2.1 c220 bluetec amg line saloon 4dr diesel g-tronic+ euro 6 (s/s) (170 ps). 2 previous owners,galway
mercedes-benz gla class (amg line),21960.00,23/04/2024,2016,34387,suv,automatic,petrol,black mercedes-benz gla class. gla 250 4matic amg line premium plus 2.0 5dr,dublin
mercedes-benz glc class (glc220d),21274,24/04/2024,2016,64646,s.u.v.,automatic,diesel,blue mercedes-benz glc. 2.2 220d sport premium plus 4matic 5dr,meath
mercedes-benz gla class (amg line),19479.00,2024-04-24,2017,46958,suv,automatic,diesel,red mercedes-benz gla class. 2.1l amg line gla220d 5dr,kildare
mercedes-benz gle class (amg line),52817.00,24/04/2024,2019,15193,suv,automatic,diesel,black mercedes-benz gle-class. gle 300 d 4matic amg line 5 seats 2.0 5dr,cork
mercedes-benz a class (a180),19060.00,25/04/2024,2019,23748,hatchback,automatic,petrol,red mercedes-benz a-class. a 180 se 1.3 5dr,dublin
mercedes-benz a class (a180d),22920.00,25/04/2024,2018,24683,hatchback,automatic,diesel,navy mercedes-benz a class. a180d sport 5dr auto 1.5,limerick
mercedes-benz gle class (gle350d v6),27327.00,26/04/2024,2017,105245,suv,automatic,diesel,black mercedes-benz gle class. 3.0 gle350d v6 amg line (premium plus) g-tronic 4matic euro 6 (s/s) 5dr. 1 previous owner,limerick
mercedes-benz e class (amg line),22761.00,26/04/2024,2018,49052,saloon,automatic,diesel,red mercedes-benz e class. 2.0 e220d amg line g-tronic+ euro 6 (s/s) 4dr. 2 previous owners,dublin
mercedes-benz glb class (glb200),42334.00,27/04/2024,2022,7391,suv,automatic,petrol,navy mercedes-benz glb. 200 amg line premium 5dr 7g-tronic petrol estate 1.3,cork
mercedes-benz gla class (gla250),17339,28/04/2024,2014,75852,suv,automatic,petrol,"mercedes-benz gla-class. 2.0 gla250 4matic amg line premium plus 5dr 211 bhp 19""s+heat seats+auto climate+cruise. 2 previous owners",offaly
mercedes-benz m class (ml350 cdi v6),7816.00,28/04/2024,2011,148170,suv,automatic,diesel,blue mercedes-benz m class. 3.0 ml350 cdi v6 blueefficiency sport g-tronic 4wd euro 5 5dr. 4 previous owners,cork
mercedes-benz cla class (amg line night edition),25253,29/04/2024,2018,23797,saloon,automatic,diesel,mercedes-benz cla class. 2.1 cla220d amg line night edition coupe 4dr diesel 7g-dct euro 6 (s/s) (170 ps). 2 previous owners,wexford
mercedes-benz c class (c200),23302.00,30/04/2024,2017,18107,saloon,automatic,petrol,navy mercedes-benz c-class. 2.0 c 200 amg line premium 4d 184 bhp amg line / premium package,louth
mercedes-benz e class (se),23718.00,01/05/2024,2018,33427,saloon,automatic,diesel,blue mercedes-benz e class. e220d se 4dr 9g-tronic 2.0,meath
mercedes-benz a class (motorsport edition),18385.00,01/05/2024,2016,56206,hatchback,automatic,diesel,grey mercedes-benz a-class. 2.1 a 220 d motorsport edition premium 5d 174 bhp,dublin
mercedes-benz gla class (amg line edition),27349,03/05/2024,2019,24174,suv,automatic,petrol,red mercedes-benz gla class. 1.6 gla200 amg line edition (plus) 7g-dct euro 6 (s/s) 5dr,cork
mercedes-benz cls (blueefficiency),9841.00,2024-05-04,2013,98286,saloon,automatic,diesel,silver mercedes-benz cls. 2.1 cls250 cdi blueefficiency amg sport coupe g-tronic+ euro 5 (s/s) 4dr. 4 previous owners,louth
mercedes-benz e class (bluetec),13335.00,04/05/2024,2014,73804,saloon,automatic,diesel,silver mercedes-benz e class. 3.0 e350 v6 bluetec amg sport g-tronic+ euro 6 (s/s) 4dr,donegal
mercedes-benz c class (amg s edition 1 motorsport),66401,04/05/2024,2017,23361,coupe,automatic,petrol,silver mercedes-benz c class. amg c 63 s edition 1 motorsport 4.0 2dr,dublin
mercedes-benz e class (amg line),14096.00,04/05/2024,2014,91995,estate,automatic,diesel,blue mercedes-benz e class. 2.1 e250 cdi amg line g-tronic+ euro 5 (s/s) 5dr. 2 previous owners,dublin
mercedes-benz gle class (amg line),29704.00,2024-05-05,2017,41708,s.u.v.,automatic,diesel,grey mercedes-benz gle. gle 350d 4matic amg line 5dr 9g-tronic 3.0,galway
mercedes-benz c class (c200),24976,06/05/2024,2019,36404,estate,automatic,petrol,mercedes-benz c-class. 1.5 c 200 amg line 5d auto 181 bhp. 2 previous owners,dublin
mercedes-benz cla class (cla180),33979.00,06/05/2024,2020,13767,saloon,automatic,petrol,black mercedes-benz cla class. 1.3 cla180 amg line (premium plus 2) coupe 7g-dct euro 6 (s/s) 4dr. 2 previous owners,tipperary
mercedes-benz a class (amg line),16893.00,06/05/2024,2017,48918,hatchback,automatic,diesel,navy mercedes-benz a class. 2.1l amg line a200d 5dr,dublin
mercedes-benz gla class (amg line edition),26436.00,06/05/2024,2019,8850,suv,automatic,petrol,silver mercedes-benz gla. 180 amg line edition 5dr auto petrol hatchback 1.6,cavan
mercedes-benz gla class (amg line),17485.00,07/05/2024,2017,56482,suv,automatic,diesel,mercedes-benz gla class. 2.1 gla200d amg line suv 5dr diesel 7g-dct euro 6 (s/s) (136 ps). 2 previous owners,dublin
mercedes-benz e class (amg night edition),13197.00,07/05/2024,2015,78412,saloon,automatic,diesel,black mercedes-benz e class. 2.1 e220 bluetec amg night edition g-tronic+ euro 6 (s/s) 4dr. 4 previous owners,dublin
mercedes-benz c class (amg line),16431.00,08/05/2024,2017,86626,saloon,automatic,diesel,black mercedes-benz c-class. 1.6 c200 d amg line 4d 136 bhp,laois
mercedes-benz c class (c220d),17876.00,08/05/2024,2018,60811,saloon,automatic,diesel,mercedes-benz c class. c220d se executive edition 4dr 9g-tronic 2.1,clare
mercedes-benz a class (a220),22746.00,09/05/2024,2019,30023,hatchback,auto,petrol,mercedes-benz a class. 2.0 a220 amg line 7g-dct euro 6 (s/s) 5dr. 1 previous owner,dublin
mercedes-benz e class (blueefficiency),8957.00,10/05/2024,2012,104755,convertible,automatic,diesel,mercedes-benz e class. 3.0 e350 cdi v6 blueefficiency sport cabriolet g-tronic 2dr. 2 previous owners,dublin
mercedes-benz gla class (amg line edition),27838.00,10/05/2024,2020,7382,suv,automatic,petrol,mercedes-benz gla class. 1.6 gla180 amg line edition suv 5dr petrol 7g-dct euro 6 (s/s) (122 ps). 1 previous owner,waterford
mercedes-benz c class (c200),16606.00,11/05/2024,2014,46521,saloon,automatic,petrol,black mercedes-benz c class. 2.0 c200 amg line 7g-tronic+ euro 6 (s/s) 4dr. 3 previous owners,limerick
mercedes-benz glc class (glc220d),30793.00,11/05/2024,2018,30839,suv,automatic,diesel,"grey mercedes-benz glc-class. 2.1 glc 220 d 4matic amg line premium 5d 168 bhp pan roof, heated seats, nav. 1 previous owner",laois
mercedes-benz c class (c180k),6468.00,14/05/2024,2010,104122,estate,automatic,petrol,grey mercedes-benz c class. 1.6 c180k blueefficiency sport auto euro 4 5dr,monaghan
mercedes-benz gle class (amg line),57485.00,2024-05-17,2019,11098,suv,automatic,petrol,"blue mercedes-benz gle-class. 3.0 gle 450 4matic amg line premium plus 5d 363 bhp burmester! active park assist! 22""s",cork
mercedes-benz a class (a180),22309.00,2024-05-17,2019,18529,hatchback,manual,petrol,red mercedes-benz a class hatchback. a180 sport executive 5dr 1.3. 1 previous owner,cork
mercedes-benz cla class (amg sport),15420.00,17/05/2024,2016,60856,saloon,manual,petrol,red mercedes-benz cla. cla 180 amg sport 4dr 1.6,dublin
mercedes-benz c class (c250d),24028.00,18/05/2024,2018,32625,saloon,automatic,diesel,black mercedes-benz c class. 2.1 c250d amg line (premium plus) g-tronic+ euro 6 (s/s) 4dr. 2 previous owners,meath
mercedes-benz e class (e200),8255.00,2024-05-19,2012,115442,estate,automatic,petrol,mercedes-benz e class. 1.8 e200 blueefficiency se g-tronic+ euro 5 (s/s) 5dr,dublin
mercedes-benz gle class (amg night edition),47551.00,20/05/2024,2019,25778,coupe,automatic,diesel,black mercedes-benz gle class. 3.0 gle 350 d 4matic amg night edition 5dr 255 bhp reverse cam+web browse+memory seats,meath
mercedes-benz c class (elegance),5412.00,20/05/2024,2012,137468,saloon,automatic,diesel,silver mercedes-benz c class. 2.1 c200 cdi blueefficiency elegance g-tronic+ euro 5 (s/s) 4dr. 3 previous owners,galway
mercedes-benz glc class (glc220d),26634.00,21/05/2024,2018,35895,suv,automatic,diesel,blue mercedes-benz glc class. 2.1l amg line glc220d 5dr,limerick
mercedes-benz c class (c200),14123.00,21/05/2024,2015,52924,saloon,automatic,petrol,mercedes-benz c class. 2.0 c200 se 7g-tronic+ euro 6 (s/s) 4dr. 2 previous owners,dublin
mercedes-benz glc class (glc250d),30163.00,22/05/2024,2018,24138,suv,automatic,diesel,grey mercedes-benz glc-class. glc 250 d 4matic amg line premium 2.1 5dr. 1 previous owner,wexford
mercedes-benz c class (se),8688.00,2024-05-22,2015,176224,estate,automatic,diesel,red mercedes-benz c class. 2.1 c220 bluetec se g-tronic+ euro 6 (s/s) 5dr,waterford
mercedes-benz e class (amg line),26749.00,23/05/2024,2017,80127,coupe,auto,diesel,red mercedes-benz e class. 2.0 e220d amg line (premium plus) g-tronic+ euro 6 (s/s) 2dr. 2 previous owners,dublin
mercedes-benz a class (amg sport),8992.00,2024-05-23,2013,123413,hatchback,automatic,diesel,mercedes-benz a class. 1.8 a200 cdi blueefficiency amg sport 7g-dct 5dr. 4 previous owners,galway
mercedes-benz a class (amg line),21236.00,24/05/2024,2019,29403,hatchback,automatic,petrol,black mercedes-benz a class. 1.3 a180 amg line 7g-dct euro 6 (s/s) 5dr. 1 previous owner,kildare
mercedes-benz a class (sport),22824.00,25/05/2024,2020,26871,hatchback,automatic,petrol,"mercedes-benz a-class. 1.3 a 180 sport executive 5d 135 bhp rev camera, sat nav, xenon. 1 previous owner",dublin
mercedes-benz c class (c250 cdi),8184.00,25/05/2024,2013,88175,saloon,automatic,diesel,black mercedes-benz c class. 2.1 c250 cdi blueefficiency amg sport g-tronic+ euro 5 (s/s) 4dr. 5 previous owners,dublin
mercedes-benz sl class (blueefficiency),20120.00,2024-05-26,2012,48342,convertible,automatic,petrol,mercedes-benz sl class convertible. 3.5 sl350 2dr automatic. 5 previous owners,cork
mercedes-benz e class (e220d),25361.00,27/05/2024,2017,60925,estate,automatic,diesel,navy mercedes-benz e class. 2.0 e220d amg line (premium plus) g-tronic+ 4matic euro 6 (s/s) 5dr. 2 previous owners,dublin
mercedes-benz gla class (gla250),24820,2024-05-27,2017,12251,suv,automatic,petrol,blue mercedes-benz gla class. gla 250 4matic sport 2.0 5dr,dublin
mercedes-benz a class (classic),1649.00,29/05/2024,2008,108108,hatchback,manual,petrol,silver mercedes-benz a class. 1.5 a150 classic 5dr,clare
mercedes-benz e class (e300),30866.00,2024-05-29,2018,30325,convertible,automatic,petrol,grey mercedes-benz e-class. e300 2.0 amg line 2 door **\xa3449 a month with \xa33309 deposit**. 2 previous owners,cork
mercedes-benz gla class (amg line),16255.00,29/05/2024,2015,60019,suv,automatic,diesel,red mercedes-benz gla-class. 2.1 gla220 cdi 4matic amg line 5d 168 bhp,mayo
mercedes-benz cls (amg line),38346.00,29/05/2024,2018,32384,saloon,automatic,diesel,red mercedes-benz cls. cls 400d 4matic amg line premium + 4dr 9g-tronic 2.9,dublin
mercedes-benz c class (executive se),9350.00,30/05/2024,2014,71134,saloon,automatic,petrol,blue mercedes-benz c class. 1.6 c180 executive se g-tronic+ euro 6 (s/s) 4dr. 2 previous owners,dublin
mercedes-benz e class (bluetec),20484.00,01/06/2024,2016,45278,convertible,automatic,diesel,grey mercedes-benz e class. 3.0 e350d v6 bluetec amg line cabriolet g-tronic+ euro 6 (s/s) 2dr. 3 previous owners,galway
mercedes-benz c class (c200),28150.00,01/06/2024,2019,24260,coupe,automatic,petrol,red mercedes-benz c class. 1.5 c200 eq boost amg line g-tronic+ euro 6 (s/s) 2dr. 1 previous owner,donegal
mercedes-benz a class (a35),36601.00,02/06/2024,2020,13575,hatchback,auto,petrol,mercedes-benz a class. a35 4matic premium 5dr auto 2.0. 1 previous owner,dublin
mercedes-benz c class (c220d),23423.00,03/06/2024,2017,46385,saloon,automatic,diesel,black mercedes-benz c-class. 2.1 c 220 d 4matic amg line premium plus 4d 170 bhp. 2 previous owners,galway
mercedes-benz c class (c220d),17312.00,03/06/2024,2015,29662,saloon,automatic,diesel,grey mercedes-benz c-class. 2.1 c220 d sport 4d 170 bhp stunning well maintained c220d!. 2 previous owners,mayo
mercedes-benz c class (c250 cdi),9910.00,2024-06-04,2012,65085,saloon,automatic,diesel,navy mercedes-benz c class. c250 cdi blueefficiency amg sport 4dr auto 2.1,louth
mercedes-benz e class (amg line),18045.00,2024-06-04,2015,38646,convertible,automatic,diesel,mercedes-benz e class. 2.1 e220 bluetec amg line cabriolet 2dr diesel g-tronic+ euro 6 (s/s) (177 ps). 2 previous owners,kildare
mercedes-benz clk (clk200),10426.00,04/06/2024,2009,29452,convertible,automatic,petrol,black mercedes-benz clk. 1.8 clk200 kompressor sport 2d 181 bhp finance available + 2 keys,laois
mercedes-benz slk (slk200k),7436,2024-06-04,2008,44389,convertible,automatic,petrol,navy mercedes-benz slk. 1.8 slk200k 2dr,wicklow
mercedes-benz gla class (gla200d),17948.00,05/06/2024,2017,54191,suv,manual,diesel,red mercedes-benz gla class. 2.1 gla200d amg line euro 6 (s/s) 5dr. 1 previous owner,galway
mercedes-benz a class (blueefficiency),8636.00,06/06/2024,2013,92067,hatchback,automatic,diesel,black mercedes-benz a class. 1.8 a200 cdi blueefficiency sport 7g-dct euro 5 (s/s) 5dr,meath
mercedes-benz cls (cls400d),38367.00,2024-06-07,2018,32237,saloon,automatic,diesel,blue mercedes-benz cls. cls 400d 4matic amg line premium + 4dr 9g-tronic 2.9,cork
mercedes-benz sl class (blueefficiency),18394,2024-06-07,2014,76279,convertible,automatic,petrol,blue mercedes-benz sl class. 3.5 sl350 v6 blueefficiency g-tronic euro 5 (s/s) 2dr. 4 previous owners,kildare
mercedes-benz e class (e250 cdi),12525.00,08/06/2024,2013,56885,coupe,automatic,diesel,blue mercedes-benz e class. 2.1 e250 cdi amg sport g-tronic+ euro 5 (s/s) 2dr,dublin
mercedes-benz cla class (cla220),29935.00,10/06/2024,2019,23170,estate,automatic,petrol,mercedes-benz cla-class. cla 220 shooting brake 2.0 5dr,galway
mercedes-benz c class (blueefficiency),7043.00,10/06/2024,2011,67216,saloon,manual,petrol,red mercedes-benz c class. 1.8 c180 blueefficiency se euro 5 (s/s) 4dr,dublin
mercedes-benz cla class (amg line),30483.00,12/06/2024,2019,22660,saloon,automatic,petrol,blue mercedes-benz cla. 200 amg line premium 4dr tip auto petrol saloon 1.3,cork
mercedes-benz gle class (amg line),70365.00,2024-06-12,2021,1132,suv,automatic,diesel plug-in hybrid,black mercedes-benz gle diesel estate. gle 350de 4matic amg line 5dr 9g-tronic 2.0. 1 previous owner,waterford
mercedes-benz e class (bluetec),13991.00,12/06/2024,2013,73131,estate,automatic,diesel hybrid,blue mercedes-benz e class. 2.1 e300dh bluetec amg sport g-tronic+ euro 5 (s/s) 5dr. 3 previous owners,limerick
mercedes-benz c class (c63 v8),25235.00,13/06/2024,2014,63885,coupe,automatic,petrol,navy mercedes-benz c class. 6.3 c63 v8 amg edition 125 spds mct euro 5 2dr. 4 previous owners,dublin
mercedes-benz e class (e220 cdi),4518.00,14/06/2024,2012,159793,saloon,automatic,diesel,navy mercedes-benz e class. 2.1 e220 cdi blueefficiency executive se g-tronic 4dr. 2 previous owners,westmeath
mercedes-benz c class (amg line),17032,2024-06-14,2017,59269,saloon,auto,diesel,silver mercedes-benz c class. 2.1 c220d amg line g-tronic+ euro 6 (s/s) 4dr. 3 previous owners,carlow
mercedes-benz e class (e250 cdi),9674.00,14/06/2024,2012,71946,coupe,automatic,diesel,grey mercedes-benz e class. 2.1 e250 cdi blueefficiency sport g-tronic+ euro 5 (s/s) 2dr,donegal
mercedes-benz cla class (cla220d),24605.00,14/06/2024,2018,18219,saloon,automatic,diesel,mercedes-benz cla class. cla 220d amg line 4dr tip auto 2.1. 3 previous owners,kildare
mercedes-benz m class (se),8795.00,15/06/2024,2011,95626,suv,automatic,diesel,grey mercedes-benz m class. 3.0 ml300 cdi v6 blueefficiency se g-tronic 4wd euro 5 5dr. 2 previous owners,louth
mercedes-benz c class (executive se),9296.00,2024-06-15,2013,86208,estate,automatic,petrol,black mercedes-benz c-class. 1.6 c180 blueefficiency executive se 5d 154 bhp,dublin
mercedes-benz a class (a220 cdi),12475,15/06/2024,2014,77472,hatchback,automatic,diesel,grey mercedes-benz a class. 2.1 a220 cdi amg sport 7g-dct euro 6 (s/s) 5dr,limerick
mercedes-benz glc class (glc43 v6),47333.00,16/06/2024,2018,9433,coupe,automatic,petrol,grey mercedes-benz glc class. 3.0 glc43 v6 amg (premium plus) g-tronic+ 4matic euro 6 (s/s) 5dr. 1 previous owner,galway
mercedes-benz gle class (gle350d v6),39973.00,2024-06-16,2017,25719,coupe,automatic,diesel,blue mercedes-benz gle class. 3.0 gle350d v6 amg line (premium plus) g-tronic 4matic euro 6 (s/s) 5dr. 4 previous owners,cork
mercedes-benz e class (sport),9473.00,16/06/2024,2011,54131,convertible,automatic,petrol,mercedes-benz e class. 1.8 e250 cgi blueefficiency sport cabriolet tiptronic euro 5 2dr. 2 previous owners,cork
mercedes-benz gle class (gle63 v8),46412.00,16/06/2024,2015,61977,coupe,automatic,petrol,black mercedes-benz gle class. 5.5 gle63 v8 amg s (premium) spds+7gt 4matic euro 6 (s/s) 5dr,meath
mercedes-benz cls (cls350d v6),23317.00,17/06/2024,2016,37748,saloon,automatic,diesel,black mercedes-benz cls class. 3.0 cls350 d amg line premium 4d 255 bhp dab radio + sun roof,meath
mercedes-benz a class (amg line),17545.00,17/06/2024,2017,30764,hatchback,automatic,diesel,silver mercedes-benz a-class. 1.5 a 180 d amg line executive 5d 107 bhp,dublin
mercedes-benz a class (a180d),19106,17/06/2024,2018,75694,hatchback,automatic,diesel,black mercedes-benz a class. 1.5 a180d amg line (premium) hatchback 5dr diesel 7g-dct euro 6 (s/s) (116 ps). 2 previous owners,dublin
mercedes-benz gle class (amg line),29891.00,2024-06-17,2015,68382,coupe,automatic,diesel,grey mercedes-benz gle-class. 3.0 gle 350 d 4matic amg line 4d 255 bhp ulez/bluetooth/sat nav. 4 previous owners,cork
mercedes-benz e class (e400d),34306.00,17/06/2024,2018,55241,saloon,automatic,diesel,silver mercedes-benz e class. 3.0 e400d amg line (premium plus) g-tronic+ 4matic euro 6 (s/s) 4dr. 2 previous owners,dublin
mercedes-benz gla class (amg line),19846.00,17/06/2024,2018,49431,suv,automatic,diesel,navy mercedes-benz gla class. 2.1 gla200d amg line 7g-dct euro 6 (s/s) 5dr,cork
mercedes-benz e class (e220d),28340.00,18/06/2024,2019,53297,convertible,automatic,diesel,red mercedes-benz e class. 2.0 e220d amg line (premium) cabriolet 2dr diesel g-tronic+ euro 6 (s/s) (194 ps). 2 previous owners,dublin
mercedes-benz c class (amg sport edition),10390.00,19/06/2024,2014,70552,coupe,auto,diesel,red mercedes-benz c class. 2.1 c250 cdi amg sport edition g-tronic+ euro 5 (s/s) 2dr. 3 previous owners,kildare
mercedes-benz c class (c250d),20172.00,21/06/2024,2016,43269,saloon,automatic,diesel,red mercedes-benz c class. mercedes-benz c c250d 2.1 amg line premium 4dr auto. 3 previous owners,cork
mercedes-benz slk (slk200),6851.00,21/06/2024,2008,42553,convertible,automatic,petrol,navy mercedes-benz slk. 1.8 slk200 kompressor 2dr. 3 previous owners,wexford
mercedes-benz c class (blueefficiency),5564.00,22/06/2024,2011,94171,saloon,automatic,diesel,black mercedes-benz c class. 2.1 c220 cdi blueefficiency sport edition 125 g-tronic+ euro 5 (s/s) 4dr. 2 previous owners,dublin
mercedes-benz e class (e200),28063.00,22/06/2024,2019,22448,estate,auto,petrol,red mercedes-benz e class. 2.0 e200 amg line g-tronic+ euro 6 (s/s) 5dr,dublin
mercedes-benz c class (c200),19436.00,23/06/2024,2017,31787,saloon,automatic,petrol,black mercedes-benz c class. 2.0 c200 sport g-tronic+ euro 6 (s/s) 4dr. 2 previous owners,galway
mercedes-benz cla class (cla45),23205.00,24/06/2024,2016,63629,estate,automatic,petrol,red mercedes-benz cla class. 2.0 cla45 amg shooting brake spds dct 4matic euro 6 (s/s) 5dr,mayo
mercedes-benz gle class (amg line),52349.00,24/06/2024,2020,21162,suv,automatic,diesel,blue mercedes-benz gle. gle 300d 4matic amg line prem + 5dr 9g-tron [7 st] 2.0,kildare
mercedes-benz a class (a45),21175.00,24/06/2024,2015,60033,hatchback,automatic,petrol,mercedes-benz a class. 2.0 a45 amg spds dct 4matic euro 6 (s/s) 5dr. 3 previous owners,louth
mercedes-benz eqc (eqc 400),73060.00,25/06/2024,2022,8155,suv,automatic,electric,red mercedes-benz eqc. 400 300kw amg line premium 80kwh 5dr auto. 1 previous owner,louth
mercedes-benz cls (cls350),42473.00,2024-06-26,2019,4766,saloon,automatic,petrol,black mercedes-benz cls. 2.0 cls350 eq boost amg line (premium plus) g-tronic (s/s) 4dr. 1 previous owner,dublin
mercedes-benz e class (e200),17493.00,2024-06-26,2016,67008,coupe,automatic,petrol,grey mercedes-benz e class. e200 amg line edition 2dr 7g-tronic 2.0,kerry
mercedes-benz a class (amg line),17809.00,26/06/2024,2018,30330,hatchback,automatic,diesel,navy mercedes-benz a class. a180d amg line 5dr auto 1.5,clare
mercedes-benz c class (c220 cdi),10702.00,2024-06-27,2013,51487,saloon,automatic,diesel,black mercedes-benz c class. 2.1 c220 cdi blueefficiency amg sport g-tronic+ euro 5 (s/s) 4dr. 2 previous owners,dublin
mercedes-benz cla class (amg line),34144.00,28/06/2024,2019,18170,saloon,automatic,petrol,blue mercedes-benz cla. cla 220 amg line premium plus 4dr tip auto 2.0. 2 previous owners,meath
mercedes-benz eqc (amg line),68770.00,29/06/2024,2022,5389,suv,automatic,electric,red mercedes-benz eqc. 400 300kw amg line 80kwh 5dr auto. 1 previous owner,dublin
mercedes-benz c class (bluetec),10904.00,29/06/2024,2014,111248,saloon,manual,diesel,black mercedes-benz c class. 2.1 c220 bluetec amg line (s/s) 4dr,wicklow
mercedes-benz c class (amg sport),10962,2024-06-30,2013,46133,coupe,automatic,diesel,mercedes-benz c-class. 2.1 c250 cdi blueefficiency amg sport 2d 204 bhp,cork
mercedes-benz c class (sport),15464.00,30/06/2024,2015,65466,saloon,automatic,petrol,black mercedes-benz c class. 2.0 c200 sport (premium) 7g-tronic+ euro 6 (s/s) 4dr. 2 previous owners,cork
mercedes-benz gle class (gle400d),56309.00,2024-06-30,2019,30096,suv,automatic,diesel,blue mercedes-benz gle class. gle400d premium plus 7 seats 4matic amg line 2.9 5dr,monaghan
