Name,SalePrice,DateOfSale,Year,Mileage,Classification,Transmission,FuelType,Description,SaleLocation
bmw 3 series (ed plus),11850.00,14/06/2024,2016,89854,saloon,automatic,diesel,blue bmw 3 series. 2.0 320d ed plus auto euro 6 (s/s) 4dr. 2 previous owners,wicklow
bmw m4 (competition),40661.00,15/06/2024,2019,16023,coupe,automatic,petrol,red bmw m4 series. m4 coupe competition package 3.0 2dr. 1 previous owner,cavan
bmw m6 gran coupe (v8),37252.00,16/06/2024,2017,37731,saloon,automatic,petrol,bmw m6. 4.4 gran coupe 4d 573 bhp,dublin
bmw x5 (30d),46597.00,17/06/2024,2019,21433,suv,automatic,diesel,red bmw x5 series. x5 xdrive30d m sport 3.0 5dr. 1 previous owner,cork
bmw 3 series (mht),36166.00,17/06/2024,2021,3920,saloon,automatic,diesel hybrid,black bmw 3 series. 320d m sport saloon 2.0 4dr. 1 previous owner,dublin
bmw 4 series gran coupe (420d),18855.00,2024-06-19,2018,48662,hatchback,automatic,diesel,red bmw 4 series. 420d gran coupe m sport auto 2.0 5dr,kildare
bmw 1 series (116d),10593.00,19/06/2024,2016,72165,hatchback,manual,diesel,blue bmw 1 series. 1.5 116d sport euro 6 (s/s) 5dr. 4 previous owners,dublin
bmw 8 series gran coupe (mht),54885.00,20/06/2024,2021,5377,saloon,automatic,diesel hybrid,black bmw 8 series. 840d xdrive m sport gran coupe 3.0 4dr. 1 previous owner,dublin
bmw 1 series (m140i),24922.00,21/06/2024,2019,25297,hatchback,automatic,petrol,black bmw 1 series. m140i shadow edition step auto 3.0 5dr,dublin
bmw m4 (biturbo),40062.00,21/06/2024,2018,20097,convertible,automatic,petrol,red bmw m4 series. m4 convertible competition package 3.0 2dr. 2 previous owners,limerick
bmw 3 series (m sport shadow edition),24410.00,2024-06-24,2018,20421,saloon,automatic,petrol,red bmw 3 series. 2.0 320i m sport shadow edition auto euro 6 (s/s) 4dr. 1 previous owner,laois
bmw x1 (m sport),20543.00,24/06/2024,2017,26487,suv,automatic,diesel,bmw x1. 2.0 25d m sport auto xdrive (s/s) 5dr. 1 previous owner,cork
bmw 5 series (520d),14028.00,24/06/2024,2016,68960,saloon,automatic,diesel,red bmw 5 series. 2.0 520d se auto euro 6 (s/s) 4dr. 1 previous owner,dublin
bmw 1 series (120i),16148.00,24/06/2024,2018,50404,hatchback,automatic,petrol,black bmw 1 series. 2.0 120i gpf m sport shadow edition auto euro 6 (s/s) 5dr. 4 previous owners,donegal
bmw x1 (xline),18249.00,26/06/2024,2016,45456,suv,automatic,diesel,navy bmw x1. 2.0 20d xline auto xdrive (s/s) 5dr,dublin
bmw 1 series (m140i),26614.00,27/06/2024,2018,23886,hatchback,automatic,petrol,black bmw 1 series. m140i shadow edition 5-door 3.0 5dr. 1 previous owner,tipperary
bmw 3 series (m sport shadow edition),21276.00,27/06/2024,2019,46137,estate,automatic,petrol,black bmw 3 series. 2.0 320i m sport shadow edition touring auto euro 6 (s/s) 5dr. 2 previous owners,dublin
bmw 3 series (330e),9213.00,2024-06-28,2016,140107,saloon,automatic,petrol plug-in hybrid,red bmw 3 series. 2.0 330e 7.6kwh m sport auto euro 6 (s/s) 4dr. 2 previous owners,dublin
bmw 3 series (m sport),5934.00,30/06/2024,2009,104332,convertible,auto,petrol,red bmw 3 series. 3.0 330i m sport 2dr. 5 previous owners,monaghan
bmw 3 series (320d),11897.00,01/07/2024,2014,66689,saloon,automatic,diesel,silver bmw 3 series. 2.0 320d m sport saloon 4dr diesel auto euro 5 (s/s) (184 ps). 4 previous owners,cork
bmw 5 series (se),8707.00,01/07/2024,2012,167185,saloon,auto,diesel,grey bmw 5 series. 3.0 530d se auto euro 5 (s/s) 4dr. 3 previous owners,meath
bmw 1 series (118i),12089.00,2024-07-02,2016,64897,hatchback,manual,petrol,navy bmw 1 series. 1.5 118i sport hatchback 5dr petrol manual euro 6 (s/s) (136 ps). 1 previous owner,kildare
bmw x3 (20d),5269.00,02/07/2024,2009,111432,suv,manual,diesel,red bmw x3. 2.0 20d m sport xdrive 5dr. 4 previous owners,wicklow
bmw x1 (m sport),20969.00,03/07/2024,2017,35831,suv,automatic,petrol,bmw x1 series. x1 xdrive20i m sport 2.0 5dr. 2 previous owners,dublin
bmw 4 series gran coupe (420i),25308.00,03/07/2024,2020,16712,hatchback,automatic,petrol,navy bmw 4 series gran coupe. 420i m sport gran coupe 2.0 5dr. 2 previous owners,monaghan
bmw 5 series (530i),27304.00,03/07/2024,2019,20902,saloon,automatic,petrol,blue bmw 5 series. 2.0 530i gpf m sport auto euro 6 (s/s) 4dr. 1 previous owner,cork
bmw m4 (competition),33512.00,2024-07-03,2016,35881,coupe,automatic,petrol,blue bmw m4. 3.0 biturbo competition dct euro 6 (s/s) 2dr. 3 previous owners,dublin
bmw 1 series (sport),9160,10/07/2024,2014,55079,hatchback,manual,petrol,red bmw 1 series. 1.6 116i sport euro 6 (s/s) 5dr. 3 previous owners,tipperary
bmw 6 series (sport),8875.00,10/07/2024,2008,92158,convertible,automatic,diesel,grey bmw 6 series. 3.0 635d sport steptronic euro 4 2dr,dublin
bmw 5 series (se),8957.00,11/07/2024,2013,94906,estate,automatic,diesel,bmw 5 series. 2.0 520d se touring auto euro 5 (s/s) 5dr. 2 previous owners,wexford
bmw 1 series (118d),13290.00,12/07/2024,2015,37773,hatchback,automatic,diesel,black bmw 1 series. 2.0 118d sport 5d auto 147 bhp,dublin
bmw 3 series (320d),9144.00,2024-07-14,2014,95571,saloon,manual,diesel,blue bmw 3 series. 2.0 320d sport euro 5 (s/s) 4dr. 4 previous owners,laois
bmw x3 (se),16224.00,15/07/2024,2015,70942,suv,automatic,diesel,bmw x3. 2.0 20d se auto xdrive euro 6 (s/s) 5dr,kildare
bmw 5 series (luxury),14277.00,2024-07-16,2014,51236,estate,automatic,diesel,black bmw 5 series. 2.0 520d luxury touring auto euro 6 (s/s) 5dr,roscommon
bmw 2 series (sport),16760.00,18/07/2024,2018,50695,convertible,manual,petrol,navy bmw 2 series. 1.5 218i sport euro 6 (s/s) 2dr. 4 previous owners,galway
bmw i3 (s),29198.00,2024-07-18,2019,19115,hatchback,automatic,electric,black bmw i3 series. i3s 120ah 5dr. 1 previous owner,wexford
bmw 3 series (se),2922.00,2024-07-18,2008,99310,saloon,manual,diesel,blue bmw 3 series. 2.0 318d se euro 4 4dr,kildare
bmw 2 series (218i),16570.00,19/07/2024,2018,34901,coupe,manual,petrol,navy bmw 2 series. 218i m sport 2dr [nav] 1.5,louth
bmw x5 (30d),17125.00,19/07/2024,2014,141007,suv,automatic,diesel,blue bmw x5. 3.0 30d m sport auto xdrive euro 6 (s/s) 5dr. 2 previous owners,wexford
bmw 1 series (sport),12673.00,19/07/2024,2014,35248,hatchback,automatic,petrol,bmw 1 series. 1.6 116i sport auto euro 5 (s/s) 5dr. 2 previous owners,dublin
bmw alpina d3 (lux),9700.00,21/07/2024,2011,157270,saloon,automatic,diesel,silver bmw alpina. d3 2.0 bi turbo 4dr switch-tronic (lux pack)(number 419/431)(rear parking s,waterford
bmw 7 series (730d),7921.00,22/07/2024,2008,111076,saloon,automatic,diesel,navy bmw 7 series. 3.0 730d se carbon exclusive edition saloon 4dr diesel auto euro 4 (231 ps). 3 previous owners,louth
bmw i3 (s),32042.00,22/07/2024,2021,5094,hatchback,automatic,electric,red bmw i3 series. i3s 120ah 5dr. 1 previous owner,donegal
bmw 3 series (m sport),10332.00,25/07/2024,2010,133497,estate,automatic,diesel,black bmw 3 series. 3.0 335d m sport touring steptronic euro 5 5dr,dublin
bmw 4 series gran coupe (m sport),16856.00,27/07/2024,2014,52065,hatchback,automatic,diesel,black bmw 4 series. 420d xdrive m sport 5dr auto leather seats 2.0,kerry
bmw x5 (25d),17959.00,2024-07-27,2014,94109,suv,automatic,diesel,blue bmw x5. 2.0 xdrive25d se 5d 215 bhp 12 months warranty included,dublin
bmw m4 (biturbo),23798.00,2024-07-29,2017,124211,convertible,automatic,petrol,silver bmw m4. 3.0 biturbo dct euro 6 (s/s) 2dr,dublin
bmw 4 series (420i),38081.00,30/07/2024,2021,13337,coupe,automatic,petrol,silver bmw 4 series. 420i m sport coupe 2.0 2dr. 1 previous owner,limerick
bmw 1 series (sport),10894.00,30/07/2024,2017,78127,hatchback,automatic,diesel,silver bmw 1 series. 1.5 116d sport auto euro 6 (s/s) 5dr. 2 previous owners,cork
bmw x1 (18i),19563.00,31/07/2024,2018,40740,suv,manual,petrol,silver bmw x1 series. x1 sdrive18i xline 1.5 5dr. 1 previous owner,kerry
bmw m4 (biturbo),28703.00,01/08/2024,2015,48346,convertible,automatic,petrol,red bmw m4 series. m4 convertible 3.0 2dr. 4 previous owners,louth
bmw 1 series (m135i),34403.00,2024-08-01,2020,14510,hatchback,automatic,petrol,black bmw 1 series. m135i xdrive 2.0 5dr. 2 previous owners,dublin
bmw 1 series (sport),5948.00,02/08/2024,2011,39363,hatchback,manual,diesel,black bmw 1 series. 2.0 116d sport euro 4 5dr. 4 previous owners,dublin
bmw ix (m sport),78208.00,2024-08-02,2022,1525,suv,automatic,electric,bmw i series. ix xdrive40 m sport 5dr. 1 previous owner,dublin
bmw x2 (se),17475.00,03/08/2024,2019,47450,suv,manual,diesel,black bmw x2. 2.0 sdrive18d se 5dr,wexford
bmw 5 series (luxury),12740.00,05/08/2024,2014,66398,saloon,automatic,diesel,grey bmw 5 series. 520d [190] luxury 4dr step auto low mileage 2.0. 1 previous owner,sligo
bmw ix (40),70175.00,06/08/2024,2021,6451,suv,automatic,electric,grey bmw i series. ix xdrive40 sport 5dr. 1 previous owner,meath
bmw 3 series (m sport),10628.00,06/08/2024,2014,123411,saloon,automatic,diesel,bmw 3 series. 2.0 320d m sport saloon 4dr diesel auto euro 5 (s/s) (184 ps). 1 previous owner,dublin
bmw 1 series (se),10368.00,2024-08-07,2016,54272,hatchback,manual,petrol,black bmw 1 series. 1.5 118i se euro 6 (s/s) 5dr. 2 previous owners,kerry
bmw 5 series (530d),45376.00,2024-08-08,2022,10983,saloon,automatic,diesel hybrid,red bmw 5 series. 530d xdrive m sport saloon 3.0 4dr. 1 previous owner,sligo
bmw 3 series (320d),9543.00,09/08/2024,2013,102939,saloon,manual,diesel,black bmw 3 series. 2.0 320d m sport euro 5 (s/s) 4dr. 1 previous owner,dublin
bmw 3 series (335i),12198.00,09/08/2024,2012,111016,coupe,manual,petrol,black bmw 3 series. 3.0 335i sport plus edition euro 5 2dr. 2 previous owners,dublin
bmw x6 (m sport),36218.00,11/08/2024,2016,15992,s.u.v.,automatic,diesel,bmw x6. 3.0 40d m sport suv 5dr diesel auto xdrive euro 6 (s/s) (313 ps). 2 previous owners,cork
bmw x5 (30d),51842.00,11/08/2024,2019,21016,s.u.v.,automatic,diesel,grey bmw x5 series. x5 xdrive30d m sport 3.0 5dr. 1 previous owner,kildare
bmw 1 series (se),19321.00,12/08/2024,2019,6405,hatchback,automatic,petrol,blue bmw 1 series. 118i [1.5] se 5dr [nav/servotronic] step auto,tipperary
bmw 5 series (se),12835.00,2024-08-13,2014,65763,saloon,automatic,diesel,blue bmw 5 series. 2.0 520d se auto euro 6 (s/s) 4dr. 2 previous owners,dublin
bmw 1 series (m140i),21890.00,17/08/2024,2018,61934,hatchback,automatic,petrol,black bmw 1 series. 3.0 m140i shadow edition auto euro 6 (s/s) 5dr. 2 previous owners,galway
bmw 3 series (330i),28123.00,17/08/2024,2020,31470,saloon,automatic,petrol,red bmw 3 series. 330i m sport 4dr step auto 2.0,meath
bmw 1 series (118d),17408.00,18/08/2024,2016,28020,hatchback,automatic,diesel,black bmw 1 series. bmw 1 118d 2.0 m sport 5dr auto pronav comfort pack leather. 3 previous owners,sligo
bmw m5 (i v8),55361.00,18/08/2024,2018,31580,saloon,automatic,petrol,grey bmw m5 series. bmw m5 competition saloon 4.4 4dr. 3 previous owners,donegal
bmw 1 series (118d),2845.00,18/08/2024,2009,118408,hatchback,manual,diesel,grey bmw 1 series. 2.0 118d es euro 5 5dr. 4 previous owners,dublin
bmw 5 series (se),5739,2024-08-19,2012,127248,saloon,manual,diesel,black bmw 5 series. 2.0 520d se saloon 4dr diesel manual euro 5 (s/s) (184 ps). 3 previous owners,cork
bmw 1 series (m sport),9259.00,19/08/2024,2015,97120,hatchback,manual,diesel,black bmw 1 series. 2.0 118d m sport euro 5 (s/s) 5dr. 1 previous owner,cork
bmw x5 (30d),26243.00,19/08/2024,2016,79745,suv,automatic,diesel,grey bmw x5. 3.0 30d m sport suv 5dr diesel auto xdrive euro 6 (s/s) (258 ps). 1 previous owner,waterford
bmw x3 (20d),5441.00,20/08/2024,2010,110032,suv,automatic,diesel,grey bmw x3. 2.0 20d m sport steptronic xdrive euro 5 5dr,wexford
bmw x3 (m sport),17944.00,20/08/2024,2013,61360,suv,automatic,diesel,grey bmw x3. 3.0 35d m sport auto xdrive euro 5 (s/s) 5dr,dublin
bmw 3 series (m sport shadow edition),27553.00,20/08/2024,2018,29842,saloon,automatic,petrol,silver bmw 3 series. 340i m sport shadow edition saloon at 3.0 4dr. 2 previous owners,cork
bmw m5 (competition),82214.00,20/08/2024,2021,4105,saloon,automatic,petrol,silver bmw m5 series. m5 competition saloon 4.4 4dr. 1 previous owner,offaly
bmw x5 (m sport),23224.00,22/08/2024,2014,93327,suv,auto,diesel,black bmw x5. 3.0 40d m sport auto xdrive euro 6 (s/s) 5dr,longford
bmw 1 series (sport),11091.00,22/08/2024,2015,71082,hatchback,automatic,diesel,blue bmw 1 series. 2.0 120d sport auto euro 6 (s/s) 5dr,kildare
bmw x4 (m sport),35206.00,22/08/2024,2019,22751,suv,automatic,diesel,red bmw x4 series. x4 xdrive20d m sport 2.0 5dr. 1 previous owner,limerick
bmw 3 series (320i),16939,22/08/2024,2018,53355,saloon,automatic,petrol,red bmw 3 series. 320i sport 4dr step auto 2.0,dublin
bmw 3 series gran turismo (320i),9475.00,22/08/2024,2013,106019,hatchback,manual,petrol,grey bmw 3 series gran turismo. 3 series gran turismo 320i m sport - navigation - reversing camera - leather - gt m sport 2.0 4dr hatchback manual petrol,dublin
bmw 4 series gran coupe (435d),18904.00,24/08/2024,2015,54324,hatchback,automatic,diesel,blue bmw 4 series gran coupe. 3.0 435d m sport hatchback 5dr diesel auto xdrive euro 6 (s/s) (313 ps). 1 previous owner,dublin
bmw x2 (m sport),25149.00,25/08/2024,2019,21376,suv,automatic,petrol,silver bmw x2 series. x2 sdrive20i m sport 2.0 5dr. 2 previous owners,tipperary
bmw x1 (m sport),9214.00,25/08/2024,2011,49213,suv,manual,diesel,grey bmw x1. 2.0 18d m sport xdrive 5dr. 3 previous owners,offaly
bmw 3 series gran turismo (m sport),12703.00,27/08/2024,2014,84376,hatchback,manual,petrol,silver bmw 3 series gran turismo. 2.0 320i m sport gt 5dr petrol manual xdrive euro 6 (s/s) (184 ps). 4 previous owners,louth
bmw 3 series (330d),10948.00,28/08/2024,2014,105182,saloon,auto,diesel,grey bmw 3 series. 3.0 330d m sport saloon 4dr diesel auto euro 5 (s/s) (258 ps),waterford
bmw x5 (sd),7361.00,29/08/2024,2008,146982,suv,automatic,diesel,black bmw x5. 3.0 sd m sport auto 4wd 5dr,tipperary
bmw 2 series (218i),13014.00,2024-09-01,2016,64686,coupe,manual,petrol,silver bmw 2 series. 1.5 218i m sport (s/s) 2dr. 1 previous owner,cork
bmw 4 series (420d),29828.00,2024-09-01,2019,18402,convertible,automatic,diesel,grey bmw 4 series. 420d m sport convertible 2.0 2dr. 1 previous owner,limerick
bmw 1 series (118i),14290.00,02/09/2024,2016,37701,hatchback,manual,petrol,grey bmw 1 series. 118i m sport 1.5 3dr. 3 previous owners,louth
bmw 4 series gran coupe (420d),38144.00,02/09/2024,2021,11611,hatchback,automatic,diesel hybrid,navy bmw 4 series gran coupe. 420d xdrive m sport gran coupe 2.0 5dr. 1 previous owner,dublin
bmw 3 series (330d),20372.00,03/09/2024,2016,48055,saloon,automatic,diesel,red bmw 3 series. 3.0 330d m sport auto xdrive euro 6 (s/s) 4dr,dublin
bmw x3 (m sport),42694.00,04/09/2024,2021,4587,suv,automatic,diesel hybrid,grey bmw x3 series. x3 xdrive20d m sport 2.0 5dr. 1 previous owner,dublin
bmw 2 series (218i),21133.00,04/09/2024,2019,10971,coupe,automatic,petrol,navy bmw 2 series. 218i sport coupe 1.5 2dr. 2 previous owners,cavan
bmw x5 (25d),23091.00,05/09/2024,2015,47724,suv,automatic,diesel,black bmw x5. 2.0 xdrive25d m sport 5d 231 bhp ulez+low mileage+ambient lighting,galway
bmw 5 series (m sport),11863.00,06/09/2024,2014,83310,saloon,automatic,diesel,navy bmw 5 series. 2.0 520d m sport 4d 188 bhp 2 keys ulez navigation bluetooth. 2 previous owners,roscommon
bmw 3 series (335d),20407.00,2024-09-06,2016,56418,saloon,automatic,diesel,grey bmw 3 series. 335d xdrive m sport 3.0 4dr,dublin
bmw 3 series (edition es),3392.00,07/09/2024,2008,104151,estate,manual,petrol,blue bmw 3 series. 2.0 318i edition es touring euro 4 5dr,dublin
bmw 2 series (220d),38456.00,08/09/2024,2022,10196,coupe,automatic,diesel hybrid,navy bmw 2 series. 220d m sport coupe 2.0 2dr. 1 previous owner,louth
bmw x1 (18d),11077.00,08/09/2024,2014,55180,suv,manual,diesel,blue bmw x1. 2.0 18d m sport xdrive euro 5 (s/s) 5dr,dublin
bmw x1 (m sport),17301.00,09/09/2024,2016,63652,suv,automatic,diesel,bmw x1. xdrive 20d m sport 5dr step auto estate 2.0. 1 previous owner,dublin
bmw 4 series (mht),43959,12/09/2024,2021,8364,coupe,automatic,diesel hybrid,bmw 4 series. 430d xdrive m sport coupe 3.0 2dr. 1 previous owner,roscommon
bmw z4 (20i),32287.00,14/09/2024,2020,13639,convertible,automatic,petrol,bmw z4 series. z4 sdrive20i m sport 2.0 2dr. 1 previous owner,waterford
bmw x2 (m sport),24820.00,15/09/2024,2019,13448,suv,automatic,petrol,silver bmw x2. sdrive 20i m sport 5dr step auto 2.0,dublin
bmw 3 series (330d),11298.00,16/09/2024,2012,98308,saloon,automatic,diesel,black bmw 3 series. 3.0 330d m sport auto euro 5 (s/s) 4dr. 3 previous owners,waterford
bmw m4 (competition),42908,2024-09-16,2018,15131,convertible,automatic,petrol,grey bmw m4. 3.0 biturbo competition dct euro 6 (s/s) 2dr. 2 previous owners,waterford
bmw x5 (se),10261.00,16/09/2024,2011,75398,suv,automatic,diesel,blue bmw x5. 3.0 30d se steptronic xdrive euro 5 5dr,carlow
bmw 3 series (sport),9399.00,18/09/2024,2016,110462,saloon,manual,diesel,blue bmw 3 series. 2.0 316d sport euro 6 (s/s) 4dr,kildare
bmw 5 series (520d),12589.00,20/09/2024,2013,57562,saloon,automatic,diesel,bmw 5 series. 2.0 520d se auto euro 6 (s/s) 4dr. 2 previous owners,limerick
bmw 3 series (318i),12552.00,21/09/2024,2015,38362,saloon,manual,petrol,blue bmw 3 series. 1.5 318i sport 4 door blue very low mileage bluetooth+dab+aux+usb+may 23 mot,dublin
bmw x6 m (competition),95369.00,21/09/2024,2021,14393,suv,automatic,petrol,black bmw x6 m. x6 m competition 4.4 5dr. 2 previous owners,louth
bmw x5 (m sport),11305.00,2024-09-23,2012,124432,suv,automatic,diesel,bmw x5. 3.0 30d m sport steptronic xdrive euro 5 5dr,meath
bmw 3 series (330i),29363.00,24/09/2024,2019,12207,saloon,automatic,petrol,grey bmw 3 series. 330i sport saloon 2.0 4dr. 1 previous owner,dublin
bmw x4 (m sport),48999.00,2024-09-24,2022,9579,suv,automatic,diesel hybrid,black bmw x4 diesel estate. xdrive20d mht m sport 5dr step auto 2.0. 1 previous owner,cork
bmw m3 (biturbo),48238.00,2024-09-26,2018,10290,saloon,manual,petrol,black bmw m3. 3.0 m3 competition package 4d 444 bhp individual atlantis blue. 2 previous owners,cork
bmw 4 series (420d),41905.00,27/09/2024,2021,5197,convertible,automatic,diesel hybrid,red bmw 4 series. 420d m sport convertible 2.0 2dr. 1 previous owner,tipperary
bmw x5 (40d),35155.00,28/09/2024,2018,68749,suv,automatic,diesel,silver bmw x5. 3.0 40d m sport auto xdrive euro 6 (s/s) 5dr. 3 previous owners,tipperary
bmw 3 series (m sport),11261.00,2024-09-28,2012,81345,saloon,automatic,petrol,black bmw 3 series. 2.0 320i m sport auto xdrive euro 5 (s/s) 4dr. 3 previous owners,longford
bmw m2 (competition),42588,29/09/2024,2019,19583,coupe,automatic,petrol,silver bmw m2 series. m2 competition 3.0 2dr. 1 previous owner,dublin
bmw 1 series (m sport),13210.00,2024-09-30,2016,57209,hatchback,manual,diesel,grey bmw 1 series. 2.0 118d m sport hatchback 3dr diesel manual euro 6 (s/s) (150 ps). 3 previous owners,offaly
bmw m2 (biturbo),35384.00,30/09/2024,2018,60454,coupe,automatic,petrol,silver bmw m2. 3.0 biturbo competition dct euro 6 (s/s) 2dr. 2 previous owners,donegal
bmw 1 series (performance edition),6234.00,2024-09-30,2011,68339,hatchback,manual,petrol,navy bmw 1 series. 2.0 116i performance edition euro 5 (s/s) 3dr,kildare
bmw z4 (m40i),37306.00,2024-10-01,2019,31511,convertible,automatic,petrol,black bmw z4. sdrive m40i 2dr auto 3.0,meath
bmw 1 series (116d),16142.00,01/10/2024,2017,56464,hatchback,automatic,diesel,blue bmw 1 series. 116d m sport shadow edition satnav harmon kardon 1.5 5dr. 3 previous owners,roscommon
bmw x3 (18d),10269.00,03/10/2024,2013,99412,suv,automatic,diesel,blue bmw x3. sdrive18d se 2.0 5dr,donegal
bmw 4 series (m sport),18124.00,03/10/2024,2014,72625,coupe,automatic,petrol,red bmw 4 series. 3.0 435i m sport 2d auto 302 bhp sat-nav+2 keys+s/history+warranty,dublin
bmw x3 (20d),13525.00,04/10/2024,2014,122338,suv,automatic,diesel,bmw x3. 2.0 20d m sport auto xdrive 5dr. 2 previous owners,carlow
bmw 4 series (420i),20396.00,2024-10-04,2019,16741,coupe,manual,petrol,bmw 4 series. 2.0 420i m sport 2dr,waterford
bmw 3 series (m sport highline),2939.00,05/10/2024,2010,89001,coupe,manual,petrol,bmw 3 series. 2.0 320i m sport highline euro 5 2dr. 4 previous owners,wicklow
bmw 1 series (ed plus),10873.00,05/10/2024,2017,69877,hatchback,manual,diesel,bmw 1 series. 1.5 116d ed plus euro 6 (s/s) 5dr. 2 previous owners,dublin
bmw 5 series (520d),8485.00,2024-10-06,2012,120525,estate,manual,diesel,silver bmw 5 series. 2.0 520d se touring 5dr diesel manual euro 5 (s/s) (184 ps). 2 previous owners,dublin
bmw x3 (20d),20239.00,06/10/2024,2016,50477,suv,automatic,diesel,red bmw x3. 2.0 xdrive20d m sport 5d 188 bhp nevada leather+electric seat+euro 6. 2 previous owners,dublin
bmw 1 series (sport plus edition),9498.00,07/10/2024,2012,59306,convertible,manual,petrol,grey bmw 1 series. 2.0 118i sport plus edition 2d 141 bhp nav + leather + 18in alloys,sligo
bmw 1 series (m135i),36783.00,08/10/2024,2021,8369,hatchback,automatic,petrol,black bmw 1 series. m135i xdrive 2.0 5dr. 2 previous owners,cork
bmw 2 series (218i),22116,2024-10-08,2020,7479,coupe,manual,petrol,navy bmw 2 series. 1.5 218i gpf m sport euro 6 (s/s) 2dr. 1 previous owner,kildare
bmw 3 series (m sport),10906.00,2024-10-10,2013,107751,saloon,automatic,diesel,red bmw 3 series. 3.0 330d m sport sport auto (s/s) 4dr. 5 previous owners,limerick
bmw 4 series gran coupe (420d),15096.00,10/10/2024,2017,49191,hatchback,manual,diesel,"navy bmw 4 series. 2.0 420d sport gran coupe 4d 188 bhp media pack, parking sensors",dublin
bmw x1 (23d),6091.00,11/10/2024,2012,122594,suv,manual,diesel,bmw x1. 2.0 23d se suv 5dr diesel manual xdrive euro 5 (s/s) (204 ps). 2 previous owners,kilkenny
bmw z4 (20i),36880.00,2024-10-13,2020,2119,convertible,automatic,petrol,blue bmw z4 series. z4 sdrive20i m sport 2.0 2dr. 2 previous owners,dublin
bmw x3 (20d),7715.00,2024-10-13,2013,153299,suv,automatic,diesel,black bmw x3. 2.0 20d se suv 5dr diesel auto xdrive euro 5 (s/s) (184 ps),cork
bmw m4 (biturbo),27165.00,13/10/2024,2015,64796,coupe,automatic,petrol,silver bmw m4. 3.0 biturbo dct euro 6 (s/s) 2dr. 3 previous owners,leitrim
bmw x5 (m sport),7421.00,14/10/2024,2009,130349,suv,automatic,diesel,blue bmw x5. 3.0 30d m sport suv 5dr diesel auto xdrive euro 4 (235 ps),dublin
bmw x1 (m sport),6293,14/10/2024,2011,81519,suv,manual,diesel,black bmw x1. 2.0 18d m sport xdrive euro 5 5dr. 5 previous owners,leitrim
bmw 2 series (sport),14169.00,2024-10-15,2018,66710,coupe,manual,diesel,black bmw 2 series. 218d sport coupe 2.0 2dr. 1 previous owner,mayo
bmw 5 series (540i),24499.00,15/10/2024,2019,69472,saloon,automatic,petrol,navy bmw 5 series. 3.0 540i gpf m sport saloon 4dr petrol auto xdrive euro 6 (s/s) (340 ps). 1 previous owner,dublin
bmw 1 series (m sport),6403.00,2024-10-17,2010,77421,convertible,manual,diesel,silver bmw 1 series. 2.0 118d m sport euro 5 2dr. 8 previous owners,cavan
bmw 1 series (118i),16148.00,20/10/2024,2017,27258,hatchback,automatic,petrol,black bmw 1 series. 1.5 118i sport auto euro 6 (s/s) 5dr,limerick
bmw z4 (m sport),36264.00,21/10/2024,2020,11529,convertible,automatic,petrol,blue bmw z4 series. z4 sdrive20i m sport 2.0 2dr. 1 previous owner,dublin
bmw 4 series (420d),38167.00,21/10/2024,2021,9700,convertible,automatic,diesel hybrid,navy bmw 4 series. 2.0 420d mht m sport auto euro 6 (s/s) 2dr. 2 previous owners,wicklow
bmw m4 (competition),39934.00,22/10/2024,2018,16680,coupe,automatic,petrol,navy bmw m4 series. m4 coupe competition package 3.0 2dr. 2 previous owners,dublin
bmw 2 series (218i),16250.00,22/10/2024,2018,26218,coupe,manual,petrol,blue bmw 2 series. 1.5 218i sport 2d 134 bhp alloys - bluetooth - air con,wexford
bmw 1 series (120d),21658.00,2024-10-23,2019,21002,hatchback,automatic,diesel,blue bmw 1 series. 120d m sport 5-door 2.0 5dr. 2 previous owners,galway
bmw x5 (mht),60400.00,23/10/2024,2021,12372,suv,automatic,diesel hybrid,blue bmw x5. 3.0 30d mht m sport auto xdrive euro 6 (s/s) 5dr. 1 previous owner,carlow
bmw x5 (sd),8194.00,24/10/2024,2009,111386,suv,automatic,diesel,black bmw x5. sd m sport 3.0 5dr. 4 previous owners,westmeath
bmw 1 series (m135i),32872.00,2024-10-24,2020,18586,hatchback,automatic,petrol,black bmw 1 series. m135i xdrive 2.0 5dr. 1 previous owner,meath
bmw 3 series (330d),22418.00,28/10/2024,2018,58940,saloon,automatic,diesel,silver bmw 3 series. 3.0 330d m sport shadow edition saloon 4dr diesel auto xdrive euro 6 (s/s) (258 ps),mayo
bmw m4 (competition m),69620.00,29/10/2024,2022,7505,coupe,automatic,petrol,red bmw m4 series. m4 competition m xdrive coupe 3.0 2dr. 1 previous owner,dublin
bmw x5 (m sport),32794.00,29/10/2024,2016,23074,suv,automatic,diesel,blue bmw x5. 3.0 40d m sport auto xdrive (s/s) 5dr,wexford
bmw 4 series (420d),7916.00,2024-10-30,2014,190101,coupe,automatic,diesel,black bmw 4 series. 2.0 420d m sport auto xdrive euro 6 (s/s) 2dr. 5 previous owners,longford
bmw 1 series (118d),26414.00,31/10/2024,2020,22825,hatchback,automatic,diesel,black bmw 1 series. 118d m sport 2.0 5dr. 2 previous owners,dublin
bmw i4 (m50),75185.00,01/11/2024,2022,915,hatchback,automatic,electric,blue bmw i4. m50 gran coupe auto 4wd 5dr 83.9kwh. 1 previous owner,dublin
