Name,SalePrice,DateOfSale,Year,Mileage,Classification,Transmission,FuelType,Description,SaleLocation
bmw 1 series (120i),6283.00,25/01/2024,2008,95222,convertible,manual,petrol,blue bmw 1 series. 2.0 120i se 2d 168 bhp 3 month warranty ulez low miles 120,sligo
bmw 1 series (118i),16210.00,2024-01-26,2019,30389,hatchback,manual,petrol,navy bmw 1 series. 118i sport 1.5 5dr. 3 previous owners,dublin
bmw x6 (40d),17357.00,28/01/2024,2014,84480,suv,automatic,diesel,silver bmw x6. 3.0 40d auto xdrive euro 5 5dr. 5 previous owners,sligo
bmw 3 series (320d),4468.00,28/01/2024,2010,88663,saloon,manual,diesel,navy bmw 3 series. 2.0 320d m sport euro 5 4dr. 1 previous owner,mayo
bmw m4 (competition m),78327.00,29/01/2024,2022,6804,convertible,automatic,petrol,bmw m4 series. m4 competition m xdrive convertible 3.0 2dr. 1 previous owner,wexford
bmw x1 (20d),19298.00,31/01/2024,2017,43802,suv,automatic,diesel,silver bmw x1. 2.0 20d m sport suv 5dr diesel auto xdrive euro 6 (s/s) (190 ps). 2 previous owners,donegal
bmw 1 series (120d),17321.00,02/02/2024,2018,56526,hatchback,automatic,diesel,grey bmw 1 series. 120d m sport 5dr [nav/servotronic] step auto 2.0,galway
bmw 4 series (m440i),53045.00,02/02/2024,2021,6939,convertible,automatic,petrol hybrid,blue bmw 4 series. m440i xdrive convertible 3.0 2dr. 2 previous owners,laois
bmw 1 series (118d),17643.00,03/02/2024,2018,34193,hatchback,automatic,diesel,black bmw 1 series 5 door. 2.0 118d m sport hatchback 5dr diesel auto euro 6 s/s 150 ps hatchback 5dr,meath
bmw 5 series (m sport),16393.00,05/02/2024,2015,45692,saloon,automatic,diesel,black bmw 5 series saloon. 2.0 520d m sport saloon 4dr diesel auto euro 6 s/s 190 ps saloon 4dr diesel,dublin
bmw 1 series (116d),11872.00,05/02/2024,2013,58902,hatchback,automatic,diesel,blue bmw 1 series. 2.0 116d m sport 5d 114 bhp,cork
bmw 3 series (mht),34308.00,2024-02-06,2021,33989,estate,automatic,diesel hybrid,blue bmw 3 series. 320d se touring 2.0 5dr. 1 previous owner,dublin
bmw 3 series (m340d),42663.00,2024-02-07,2021,11442,saloon,automatic,diesel hybrid,blue bmw 3 series. 3.0 m340d mht auto xdrive euro 6 (s/s) 4dr. 2 previous owners,kildare
bmw 5 series (m sport),17406.00,09/02/2024,2018,119635,saloon,automatic,diesel,bmw 5 series. 2.0 520d m sport auto xdrive euro 6 (s/s) 4dr. 3 previous owners,cork
bmw 4 series gran coupe (418d),12463.00,09/02/2024,2014,89183,hatchback,automatic,diesel,blue bmw 4 series gran coupe. 2.0 418d sport auto euro 6 (s/s) 5dr. 2 previous owners,meath
bmw 1 series (m135i),17117.00,10/02/2024,2014,55166,hatchback,automatic,petrol,red bmw 1 series. 3.0 m135i auto euro 6 (s/s) 3dr,dublin
bmw 1 series (116d),4221.00,10/02/2024,2012,123762,hatchback,manual,diesel,navy bmw 1 series. 2.0 116d es 5dr. 3 previous owners,dublin
bmw 3 series gran turismo (m sport),13863.00,10/02/2024,2013,48476,hatchback,automatic,petrol,bmw 3 series gran turismo. 3.0 335i m sport gt auto (s/s) 5dr. 5 previous owners,dublin
bmw 3 series (m340i),38472.00,10/02/2024,2020,30276,saloon,automatic,petrol,black bmw 3 series. m340i xdrive 3.0 4dr. 1 previous owner,kildare
bmw m2 (cs),80349.00,10/02/2024,2020,8266,coupe,manual,petrol,bmw m2. 3.0 biturbo cs (s/s) 2dr,cork
bmw 1 series (m sport shadow edition),18883.00,12/02/2024,2017,30071,hatchback,automatic,diesel,"red bmw 1 series. 2.0 118d m sport shadow edition 5d 147 bhp fbmwsh, sat nav, harman/kardon. 2 previous owners",cork
bmw 3 series (320d),4673.00,15/02/2024,2010,142025,coupe,manual,diesel,bmw 3 series. 2.0 320d m sport 2dr. 5 previous owners,dublin
bmw 6 series gran coupe (640i),21281.00,15/02/2024,2016,47634,saloon,automatic,petrol,blue bmw 6 series gran coupe. 3.0 640i m sport auto euro 6 (s/s) 4dr,louth
bmw 1 series (116i),4049.00,2024-02-16,2010,80470,hatchback,manual,petrol,red bmw 1 series. 2.0 116i se 5dr,mayo
bmw 1 series (sport),8928,2024-02-21,2013,54304,hatchback,manual,petrol,black bmw 1 series. 114i sport 3dr ++ ulez / dab / bluetooth / diamond cut alloys ++ 1.6,galway
bmw 5 series (se),21437.00,22/02/2024,2018,49961,saloon,automatic,petrol plug-in hybrid,black bmw 5 series. 2.0 530e 9.2kwh se saloon 4dr petrol plug-in hybrid auto euro 6 (s/s) (252 ps). 1 previous owner,wicklow
bmw 7 series (730d),36186,23/02/2024,2018,22474,saloon,automatic,diesel,bmw 7 series. 3.0 730d m sport auto euro 6 (s/s) 4dr. 2 previous owners,cork
bmw x3 (se),9422.00,25/02/2024,2011,101386,s.u.v.,automatic,diesel,bmw x3 diesel estate. 2.0 xdrive20d se 5dr automatic. 1 previous owner,cork
bmw 3 series gran turismo (335d),15887.00,2024-02-26,2015,63240,hatchback,automatic,diesel,red bmw 3 series. 335d xdrive m sport gran turismo 3.0 5dr. 3 previous owners,donegal
bmw 1 series (120i),18952.00,2024-02-27,2018,44912,hatchback,auto,petrol,navy bmw 1 series. 120i sport 5-door 2.0 5dr. 1 previous owner,cork
bmw 3 series (330d),42328.00,28/02/2024,2021,7137,estate,automatic,diesel hybrid,black bmw 3 series. 330d m sport touring 3.0 5dr. 1 previous owner,waterford
bmw x1 (m sport),15203.00,2024-03-03,2014,48819,suv,automatic,petrol,silver bmw x1. 2.0 xdrive20i m sport 5d 181 bhp,dublin
bmw 3 series (318d),11154.00,2024-03-05,2017,82221,saloon,manual,diesel,black bmw 3 series. 2.0 318d sport euro 6 (s/s) 4dr. 1 previous owner,kildare
bmw x5 m (biturbo v8),37485.00,06/03/2024,2016,71735,suv,automatic,petrol,silver bmw x5 m. 4.4 biturbo auto xdrive (s/s) 5dr,dublin
bmw m5 (v8),48459.00,08/03/2024,2018,50130,saloon,automatic,petrol,grey bmw m5. 4.4 v8 steptronic xdrive euro 6 (s/s) 4dr,kilkenny
bmw x1 (18d),11282.00,09/03/2024,2018,124191,suv,manual,diesel,silver bmw x1. 2.0 18d se sdrive euro 6 (s/s) 5dr. 1 previous owner,cork
bmw x3 (xline),29989.00,09/03/2024,2017,21242,suv,automatic,diesel,red bmw x3. 2.0 20d xline auto xdrive euro 6 (s/s) 5dr. 2 previous owners,mayo
bmw 3 series (m sport),12228.00,2024-03-10,2013,54425,saloon,manual,petrol,red bmw 3 series. 2.0 320i xdrive m sport 4d 181 bhp rear parking sensors-ulez compliant,leitrim
bmw 3 series (320i),24104.00,12/03/2024,2018,27118,estate,automatic,petrol,black bmw 3 series. 320i xdrive m sport shadow edition 5dr step auto leather seats 2.0,mayo
bmw x6 (m sport),27843.00,2024-03-13,2015,66349,suv,automatic,diesel,red bmw x6. 3.0 xdrive40d m sport 4d auto 309 bhp fsh-tv-dvd-nav-cruise-dab-ac-+++,galway
bmw x5 m (competition),83072.00,2024-03-13,2020,17278,suv,automatic,petrol,blue bmw x5 m. m competition 4.4 5dr,mayo
bmw 1 series (120d),11431.00,14/03/2024,2016,63481,hatchback,manual,diesel,bmw 1 series. 2.0 120d m sport euro 6 (s/s) 3dr. 3 previous owners,limerick
bmw x3 (30d),28124.00,2024-03-15,2018,40461,suv,automatic,diesel,blue bmw x3. xdrive30d xline 3.0 5dr. 1 previous owner,meath
bmw 3 series (335d),22091.00,16/03/2024,2014,46173,saloon,automatic,diesel,red bmw 3 series. 335d xdrive m sport 3.0 4dr. 2 previous owners,dublin
bmw 3 series (318i),3442.00,17/03/2024,2008,104226,estate,manual,petrol,blue bmw 3 series. 2.0 318i edition es touring euro 4 5dr,wexford
bmw 5 series (m sport),16628,17/03/2024,2016,40205,saloon,automatic,diesel,black bmw 5 series. 2.0 518d m sport 4d 148 bhp | 14-days money back guarantee*. 2 previous owners,galway
bmw 3 series (320i),35290.00,18/03/2024,2022,4527,saloon,automatic,petrol,grey bmw 3 series. 320i m sport saloon 2.0 4dr. 1 previous owner,cavan
bmw x1 (m sport),20544.00,18/03/2024,2017,36301,suv,automatic,petrol,navy bmw x1. 2.0 20i m sport auto xdrive euro 6 (s/s) 5dr. 2 previous owners,tipperary
bmw 4 series (420d),25345.00,2024-03-18,2019,32463,coupe,automatic,diesel,blue bmw 4 series. 2.0 420d m sport auto euro 6 (s/s) 2dr. 3 previous owners,westmeath
bmw 4 series (mht),59013.00,2024-03-20,2022,2679,coupe,automatic,diesel hybrid,black bmw 4 series. m440d xdrive coupe 3.0 2dr. 1 previous owner,kildare
bmw 1 series (116d ed),4872.00,21/03/2024,2012,57262,hatchback,manual,diesel,blue bmw 1 series. 1.6 116d ed efficientdynamics euro 5 (s/s) 5dr. 5 previous owners,dublin
bmw x7 (mht),71196.00,22/03/2024,2021,7581,suv,automatic,diesel hybrid,bmw x7. x7 xdrive40d m sport 3.0 5dr. 1 previous owner,dublin
bmw 5 series (mht),29877.00,24/03/2024,2020,21565,saloon,automatic,diesel hybrid,silver bmw 5 series. 520d m sport saloon 2.0 4dr. 1 previous owner,kerry
bmw 3 series (se),10984.00,25/03/2024,2009,74317,coupe,manual,petrol,black bmw 3 series. 3.0 335i se euro 4 2dr. 5 previous owners,limerick
bmw 6 series (640d),17349.00,25/03/2024,2014,58284,coupe,automatic,diesel,silver bmw 6 series. 3.0 640d m sport auto euro 5 (s/s) 2dr. 2 previous owners,cork
bmw 4 series (m sport),19701.00,26/03/2024,2018,41348,coupe,automatic,diesel,silver bmw 4 series. 420d [190] m sport 2dr auto [professional media] 2.0. 3 previous owners,clare
bmw i3 (s),37230.00,27/03/2024,2022,478,hatchback,automatic,electric,grey bmw i3. 135kw s 33kwh 5dr auto [suite interior world],kilkenny
bmw 3 series (320i),15226.00,28/03/2024,2013,57231,saloon,manual,petrol,blue bmw 3 series. 2.0 320i xdrive m sport 4d 181 bhp,dublin
bmw m5 (v8),24989.00,28/03/2024,2012,60129,saloon,automatic,petrol,red bmw m5. 4.4 v8 dct euro 5 (s/s) 4dr. 3 previous owners,dublin
bmw 3 series (se),3922,2024-03-30,2009,130157,estat,manual,diesel,silver bmw 3 series. 2.0 320d se touring euro 5 5dr. 3 previous owners,galway
bmw 1 series (116d),13848.00,30/03/2024,2018,31243,hatchback,manual,diesel,silver bmw 1 series. 1.5 116d se business 5d 114 bhp park sensors~d.a.b.~blue tooth,offaly
bmw x5 (30d),51437.00,30/03/2024,2019,15439,suv,automatic,diesel,bmw x5 series. x5 xdrive30d m sport 3.0 5dr. 1 previous owner,tipperary
bmw 1 series (118d),7629,31/03/2024,2012,78369,coupe,manual,diesel,red bmw 1 series. 2.0 118d sport plus edition euro 5 (s/s) 2dr. 2 previous owners,dublin
bmw m3 (iv8),20768.00,01/04/2024,2009,65235,coupe,automatic,petrol,bmw m3. 4.0 iv8 dct euro 4 2dr. 5 previous owners,dublin
bmw 3 series (sport),13045.00,2024-04-01,2018,62756,saloon,manual,petrol,black bmw 3 series. 1.5 318i sport saloon 4dr petrol manual euro 6 (s/s) (136 ps). 3 previous owners,kildare
bmw 5 series (m sport),17899.00,02/04/2024,2016,33890,saloon,automatic,diesel,blue bmw 5 series. 520d [190] m sport 4dr step auto 2.0,louth
bmw 2 series (218d),11149.00,02/04/2024,2015,33478,coupe,manual,diesel,bmw 2 series. 2.0 218d se euro 6 (s/s) 2dr,dublin
bmw 1 series (sport plus edition),7637,02/04/2024,2013,82255,convertible,manual,diesel,blue bmw 1 series. 2.0 118d sport plus edition 2dr. 4 previous owners,wicklow
bmw 4 series (420d),40248.00,04/04/2024,2021,8196,convertible,automatic,diesel hybrid,bmw 4 series. 420d m sport convertible 2.0 2dr. 1 previous owner,dublin
bmw x7 (40i),69884.00,05/04/2024,2020,26725,suv,automatic,petrol,blue bmw x7. x7 xdrive40i m sport 3.0 5dr. 1 previous owner,dublin
bmw 6 series (630i),6959.00,06/04/2024,2009,130781,coupe,automatic,petrol,bmw 6 series. 3.0 630i sport coupe 2dr petrol steptronic euro 4 (272 ps). 5 previous owners,cork
bmw 3 series (335d),16961.00,07/04/2024,2015,107055,saloon,automatic,diesel,blue bmw 3 series. 3.0 335d m sport auto xdrive euro 6 (s/s) 4dr,kerry
bmw x6 (30d),70477,07/04/2024,2022,4336,suv,automatic,diesel hybrid,black bmw x6 series. x6 xdrive30d m sport 3.0 5dr. 1 previous owner,louth
bmw ix (40),71186.00,2024-04-08,2021,2889,suv,automatic,electric,grey bmw ix. 240kw xdrive40 m sport 76.6kwh 5dr auto,dublin
bmw 1 series (shadow edition),24569.00,08/04/2024,2019,29716,hatchback,automatic,petrol,bmw 1 series. m140i shadow edition 5dr step auto 3.0. 1 previous owner,dublin
bmw 6 series (m sport),17342.00,10/04/2024,2014,86364,convertible,automatic,diesel,red bmw 6 series. 3.0 640d m sport auto euro 5 (s/s) 2dr,cork
bmw i3 (s),37051.00,10/04/2024,2022,5292,hatchback,automatic,electric,bmw i3 series. i3s 120ah 5dr. 1 previous owner,meath
bmw 5 series (530d),9321.00,11/04/2024,2013,128350,estate,automatic,diesel,red bmw 5 series. 3.0 530d se touring auto euro 5 (s/s) 5dr,mayo
bmw m4 (biturbo),46445.00,12/04/2024,2019,5703,convertible,automatic,petrol,black bmw m4. competition 3.0 2dr. 2 previous owners,kildare
bmw 2 series (218d),17883.00,2024-04-13,2018,19398,convertible,manual,diesel,blue bmw 2 series. 2l sport 218d 2dr,dublin
bmw 1 series (sport plus edition),5960.00,15/04/2024,2013,108740,coupe,manual,diesel,red bmw 1 series. 2.0 118d sport plus edition euro 5 (s/s) 2dr. 1 previous owner,meath
bmw 1 series (edition es),4728.00,17/04/2024,2008,68343,hatchback,manual,diesel,bmw 1 series. 2.0 118d edition es euro 4 3dr. 1 previous owner,mayo
bmw 4 series (m440d),59031.00,18/04/2024,2022,1648,convertible,automatic,diesel hybrid,black bmw 4 series. m440d xdrive convertible 3.0 2dr. 1 previous owner,tipperary
bmw m2 (biturbo),46078.00,21/04/2024,2020,16747,coupe,automatic,petrol,silver bmw m2 series. m2 competition 3.0 2dr. 3 previous owners,waterford
bmw 4 series gran coupe (430i),24927.00,23/04/2024,2019,24061,hatchback,automatic,petrol,grey bmw 4 series gran coupe. 430i m sport gran coupe auto 2.0 5dr. 2 previous owners,dublin
bmw x1 (m sport),10887.00,25/04/2024,2012,71610,suv,automatic,diesel,blue bmw x1. 2.0 xdrive20d m sport 5d 181 bhp,cork
bmw 1 series (118i),17819.00,01/05/2024,2019,22971,hatchback,automatic,petrol,black bmw 1 series. 1.5 118i gpf sport hatchback 5dr petrol auto euro 6 (s/s) (136 ps). 2 previous owners,meath
bmw x6 (35d),11488.00,01/05/2024,2008,77037,suv,auto,diesel,silver bmw x6. 3.0 35d steptronic xdrive euro 4 5dr,dublin
bmw m2 (i),32810.00,02/05/2024,2016,17771,coupe,automatic,petrol,bmw m2. 3.0 m2 2d 365 bhp parking sensors! full bmw history!,wexford
bmw 1 series (m sport shadow edition),13613,2024-05-05,2019,31478,hatchback,manual,petrol,grey bmw 1 series. 1.5 118i gpf m sport shadow edition euro 6 (s/s) 5dr. 2 previous owners,cork
bmw x1 (se),9292.00,05/05/2024,2010,62167,suv,automatic,diesel,black bmw x1. 2.0 xdrive20d se 5d 174 bhp. 2 previous owners,dublin
bmw 5 series (luxury),11206,12/05/2024,2015,137453,saloon,automatic,diesel,silver bmw 5 series. 3.0 530d luxury auto euro 6 (s/s) 4dr. 2 previous owners,meath
bmw 1 series (116i),5453.00,13/05/2024,2011,130483,hatchback,manual,petrol,silver bmw 1 series. 1.6 116i urban edrive 5dr,clare
bmw 8 series (840i),60140.00,13/05/2024,2022,4641,coupe,automatic,petrol,grey bmw 8 series. 840i coupe 3.0 2dr. 1 previous owner,wexford
bmw 3 series (mht),30894.00,2024-05-13,2020,28538,estate,automatic,diesel hybrid,bmw 3 series. 320d m sport touring 2.0 5dr. 2 previous owners,kilkenny
bmw 2 series gran coupe (218i),27676,14/05/2024,2021,10003,saloon,manual,petrol,black bmw 2 series. 218i m sport gran coupe 1.5 4dr. 1 previous owner,louth
bmw 5 series (520d),7746.00,2024-05-14,2011,114916,saloon,automatic,diesel,bmw 5 series. 2.0 520d m sport steptronic euro 5 (s/s) 4dr. 5 previous owners,waterford
bmw x3 (20d),23256.00,15/05/2024,2016,37525,suv,automatic,diesel,blue bmw x3 series. x3 xdrive20d m sport 2.0 5dr. 2 previous owners,louth
bmw m3 (competition m),78236.00,16/05/2024,2021,8054,saloon,automatic,petrol,red bmw m3. 3.0 biturbo competition steptronic xdrive euro 6 (s/s) 4dr,kildare
bmw m8 gran coupe (competition),81258,18/05/2024,2021,20105,saloon,automatic,petrol,blue bmw m8 gran coupe. 4.4i v8 competition steptronic 4wd euro 6 (s/s) 4dr,dublin
bmw 5 series (530e),53690.00,19/05/2024,2022,2699,estate,automatic,petrol plug-in hybrid,blue bmw 5 series. 530e m sport touring 2.0 5dr. 1 previous owner,kerry
bmw x3 (se),7642.00,2024-05-19,2010,102738,suv,manual,diesel,red bmw x3. 2.0 20d se xdrive euro 5 (s/s) 5dr,offaly
bmw x3 m (competition),52372.00,2024-05-20,2020,13351,suv,automatic,petrol,silver bmw x3. 3.0 m competition 5d 503 bhp \xa33735 of factory fitted extras,dublin
bmw 4 series (m sport),15772,21/05/2024,2017,118034,coupe,automatic,diesel,bmw 4 series. 430d xdrive m sport 2dr auto (digital cockpit) [professional media] (full leather+sat nav) 3.0,dublin
bmw 3 series (320d),9120,21/05/2024,2013,101994,saloon,automatic,diesel,black bmw 3 series. 2.0 320d luxury (s/s) 4dr,carlow
bmw 1 series (m sport),11196.00,22/05/2024,2009,132978,coupe,manual,petrol,red bmw 1 series. 3.0 135i m sport euro 4 2dr. 5 previous owners,galway
bmw 3 series (m340i),44892.00,22/05/2024,2021,11896,saloon,automatic,petrol hybrid,blue bmw 3 series. m340i xdrive saloon 3.0 4dr. 1 previous owner,dublin
bmw 6 series (635d),7171.00,23/05/2024,2008,113838,coupe,automatic,diesel,bmw 6 series. 3.0 635d sport steptronic euro 4 2dr. 4 previous owners,limerick
bmw 6 series (m sport),15683.00,23/05/2024,2013,79608,convertible,automatic,diesel,silver bmw 6 series. 3.0 640d m sport auto euro 5 (s/s) 2dr. 3 previous owners,waterford
bmw 1 series (116d),13943,23/05/2024,2019,51721,hatchback,manual,diesel,blue bmw 1 series. 116d se business 5-door 1.5 5dr. 2 previous owners,kerry
bmw 5 series (se),18295.00,24/05/2024,2017,85533,estate,automatic,diesel,grey bmw 5 series. 2.0 520d se touring auto xdrive (s/s) 5dr. 1 previous owner,westmeath
bmw 1 series (118i),17241.00,25/05/2024,2019,29929,hatchback,automatic,petrol,red bmw 1 series. 1.5 118i gpf sport hatchback 5dr petrol auto euro 6 (s/s) (136 ps). 1 previous owner,mayo
bmw 5 series (se),5711.00,25/05/2024,2011,145683,saloon,manual,diesel,blue bmw 5 series. 2.0 520d se euro 5 4dr. 3 previous owners,dublin
bmw 5 series (m sport),19220,25/05/2024,2015,67179,saloon,automatic,diesel,black bmw 5 series. 3.0 535d m sport 4d 309 bhp * m sport plus pack * professional media pack * harmon/kardon sound * concierge service * xenon lights * parking aid * pri. 2 previous owners,dublin
bmw 4 series gran coupe (m sport),19314.00,26/05/2024,2017,101430,hatchback,automatic,petrol,grey bmw 4 series gran coupe. 3.0 440i m sport auto euro 6 (s/s) 5dr. 2 previous owners,dublin
bmw 2 series gran coupe (218i),25708.00,28/05/2024,2021,9305,saloon,manual,petrol,black bmw 2 series. 218i sport gran coupe 1.5 4dr. 1 previous owner,louth
bmw 5 series (mht),60126.00,28/05/2024,2022,5080,estat,automatic,diesel hybrid,blue bmw 5 series. 530d xdrive m sport touring 3.0 5dr,roscommon
bmw x1 (20d),12053,2024-05-29,2013,58148,suv,automatic,diesel,navy bmw x1. 2.0 20d m sport auto xdrive euro 5 (s/s) 5dr,louth
bmw 4 series gran coupe (420d),22098.00,2024-05-30,2017,35021,hatchback,automatic,diesel,blue bmw 4 series gran coupe. 2.0 420d m sport auto euro 6 (s/s) 5dr. 2 previous owners,dublin
bmw 5 series (530e),48431.00,31/05/2024,2022,4547,saloon,automatic,petrol plug-in hybrid,bmw 5 series. 530e m sport saloon 2.0 4dr. 1 previous owner,sligo
bmw x1 (18d),22243.00,31/05/2024,2018,33288,suv,automatic,diesel,bmw x1 series. x1 xdrive18d m sport 2.0 5dr. 2 previous owners,cork
bmw 5 series (520d),4447.00,01/06/2024,2011,180229,estate,automatic,diesel,bmw 5 series. 2.0 520d se touring steptronic euro 5 5dr. 4 previous owners,westmeath
bmw x5 (40i),69467.00,01/06/2024,2022,4902,suv,automatic,petrol hybrid,navy bmw x5. 3.0 40i mht m sport auto xdrive euro 6 (s/s) 5dr. 1 previous owner,dublin
bmw x4 (m sport),48931.00,2024-06-03,2021,14399,suv,automatic,diesel hybrid,bmw x4. xdrive30d mht m sport 5dr auto 3.0,louth
bmw x3 (30d),19847.00,04/06/2024,2015,51006,suv,automatic,diesel,red bmw x3. xdrive30d xline 5dr step auto 3.0,dublin
bmw x6 (30d),27159.00,04/06/2024,2015,54284,suv,automatic,diesel,blue bmw x6 series. x6 xdrive30d m sport 3.0 5dr. 3 previous owners,dublin
bmw 5 series (520d),6237.00,2024-06-06,2012,163090,saloon,manual,diesel,silver bmw 5 series. 2.0 520d se (s/s) 4dr. 4 previous owners,cork
bmw x4 (30d),18342.00,06/06/2024,2015,93956,suv,automatic,diesel,"red bmw x4. 3.0 xdrive30d m sport 4d auto 255 bhp media pack, rear cam, automatic. 2 previous owners",dublin
bmw 5 series (m sport),16452.00,06/06/2024,2015,97281,saloon,automatic,diesel,blue bmw 5 series. 3.0 535d m sport auto euro 6 (s/s) 4dr. 2 previous owners,tipperary
bmw 1 series (sport),6190.00,07/06/2024,2013,112316,hatchback,manual,petrol,red bmw 1 series. 1.6 114i sport euro 6 (s/s) 5dr. 3 previous owners,dublin
bmw x1 (m sport),20403.00,09/06/2024,2018,44518,suv,automatic,diesel,bmw x1. xdrive 18d m sport 5dr step auto 2.0,cork
bmw 3 series (sport),24080.00,09/06/2024,2019,21191,saloon,manual,diesel,bmw 3 series. 2.0 320d sport saloon 4dr diesel manual euro 6 (s/s) (190 ps). 1 previous owner,dublin
bmw m4 (biturbo),76421.00,10/06/2024,2022,5081,coupe,auto,petrol,black bmw m4 series. m4 competition m xdrive coupe 3.0 2dr. 1 previous owner,waterford
bmw x3 (20d),9085.00,12/06/2024,2012,104788,s.u.v.,automatic,diesel,bmw x3. 2.0 20d se auto xdrive euro 5 (s/s) 5dr,waterford
bmw x5 (40d),11004.00,12/06/2024,2011,99996,suv,automatic,diesel,grey bmw x5. 3.0 40d m sport steptronic xdrive euro 5 5dr. 4 previous owners,louth
bmw 5 series gran turismo (530d),14536.00,12/06/2024,2012,29043,hatchback,automatic,diesel,grey bmw 5 series gran turismo. 3.0 530d se gt steptronic euro 5 5dr. 2 previous owners,meath
bmw 3 series (330d),10263.00,13/06/2024,2013,87163,saloon,automatic,diesel,blue bmw 3 series. 3.0 330d m sport sport auto (s/s) 4dr. 4 previous owners,dublin
bmw 3 series (sport),16624,13/06/2024,2018,53332,saloon,automatic,petrol,grey bmw 3 series. 320i sport 4dr step auto 2.0,dublin
