Name,SalePrice,DateOfSale,Year,Mileage,Classification,Transmission,FuelType,Description,SaleLocation
volkswagen touareg (tdi v6),16960.00,04/07/2024,2014,84541,suv,auto,diesel,silver volkswagen touareg. 3.0tdi v6 [245ps] r-line auto [a/c][panroof] 5dr. 2 previous owners,limerick
volkswagen t-roc (tsi),33342.00,05/07/2024,2020,16773,suv,automatic,petrol,grey volkswagen t-roc. 2.0 tsi r 300ps 4motion dsg 5dr. 1 previous owner,waterford
volkswagen tiguan (match),24359.00,2024-07-06,2019,17398,suv,automatic,petrol,blue volkswagen tiguan. 5dr 1.5 tsi (150ps) match evo dsg. 1 previous owner,westmeath
volkswagen t-roc (sel),19396.00,07/07/2024,2018,38070,suv,manual,diesel,silver volkswagen t-roc. 1.6 tdi sel 5dr,dublin
volkswagen t-cross (tsi),22932.00,09/07/2024,2021,9955,suv,automatic,petrol,red volkswagen t-cross. 1.0 tsi 110 sel 5dr dsg petrol estate,dublin
volkswagen golf (gt),6044.00,2024-07-10,2013,108279,hatchback,manual,diesel,red volkswagen golf. gt tdi bluemotion technology with full leather and available with trustford now! 2.0 5dr. 4 previous owners,dublin
volkswagen t-roc (tdi evo),28497.00,12/07/2024,2021,12464,suv,automatic,diesel,silver volkswagen t-roc. 2.0 tdi evo r-line 5dr dsg,dublin
volkswagen t-cross (sel),19409.00,12/07/2024,2020,15450,suv,manual,petrol,navy volkswagen t-cross. 1.0 tsi 115 sel 5dr. 1 previous owner,wexford
volkswagen golf (se nav),14385.00,2024-07-13,2017,34161,hatchback,manual,petrol,silver volkswagen golf. 1.4 tsi bluemotion tech se nav euro 6 (s/s) 5dr. 2 previous owners,dublin
volkswagen golf (tsi evo),15841.00,14/07/2024,2019,42813,hatchback,manual,petrol,black volkswagen golf. 1.5 tsi evo se [nav] 5dr petrol hatchback,donegal
volkswagen t-roc (r-line),23005.00,15/07/2024,2018,30677,suv,manual,petrol,silver volkswagen t-roc. 1.5 tsi evo r-line 5dr,monaghan
volkswagen golf (tdi),8145.00,16/07/2024,2013,80207,hatchback,manual,diesel,silver volkswagen golf. 1.6 tdi 105 se 3dr great spec free to tax,wicklow
volkswagen t-roc (tsi evo),24152.00,17/07/2024,2020,16277,suv,manual,petrol,silver volkswagen t-roc se l. 1.5 tsi evo sel euro 6 (s/s) 5dr,cavan
volkswagen golf (s),10978.00,19/07/2024,2014,54900,estate,automatic,petrol,grey volkswagen golf. 1.2 s tsi bluemotion technology dsg 5d 103 bhp,wexford
volkswagen eos (bluemotion tech),8212.00,2024-07-22,2011,51690,convertible,manual,diesel,black volkswagen eos. 2.0 tdi bluemotion tech sport cabriolet 2dr. 3 previous owners,cork
volkswagen golf (style),23488,23/07/2024,2020,19199,hatchback,automatic,diesel,black volkswagen golf. 2.0 tdi 150 style 5dr dsg. 2 previous owners,wicklow
volkswagen golf (tdi),6789.00,26/07/2024,2014,93054,hatchback,manual,diesel,red volkswagen golf. 1.6 tdi bluemotion tech s euro 5 (s/s) 5dr. 2 previous owners,louth
volkswagen passat (se),4099.00,2024-07-27,2012,137900,saloon,manual,diesel,blue volkswagen passat. se tdi bluemotion technology 2.0 4dr,monaghan
volkswagen golf (match),6165.00,30/07/2024,2011,76247,hatchback,manual,diesel,navy volkswagen golf. 1.6 tdi bluemotion tech match euro 5 (s/s) 5dr. 3 previous owners,galway
volkswagen t-roc (tdi),19984.00,2024-08-02,2018,23912,suv,manual,diesel,black volkswagen t-roc. 2.0 tdi 4motion sel 5dr,cavan
volkswagen scirocco (tdi),11798.00,04/08/2024,2014,49619,hatchback,automatic,diesel,blue volkswagen scirocco. 2.0 r line tdi dsg bluemotion technology 2d 140 bhp,donegal
volkswagen t-cross (tsi),20159,04/08/2024,2021,5093,suv,manual,petrol,blue volkswagen t-cross. 1.0 tsi se 5dr. 1 previous owner,meath
volkswagen golf (match),7738.00,05/08/2024,2015,108747,hatchback,manual,diesel,black volkswagen golf. 1.6 tdi bluemotion tech match (s/s) 5dr. 2 previous owners,dublin
volkswagen golf (tsi evo),13076.00,2024-08-06,2018,43709,hatchback,manual,petrol,red volkswagen golf. 1.5 tsi evo se 3dr,cork
volkswagen arteon (tsi),35465.00,08/08/2024,2022,4601,estate,automatic,petrol,volkswagen arteon shooting break. r-line 2.0 tsi 190ps 7-speed dsg + rosario dark alloys/dcc 5dr. 1 previous owner,tipperary
volkswagen passat (tsi),22754,09/08/2024,2018,37418,saloon,automatic,petrol plug-in hybrid,blue volkswagen passat. volkswagen passat 1.4 tsi gte advance 4dr dsg panroof. 3 previous owners,monaghan
volkswagen golf (tsi evo),17693.00,09/08/2024,2019,26794,hatchback,manual,petrol,grey volkswagen golf. 1.5 tsi evo 150 match 5dr. 1 previous owner,cork
volkswagen tiguan (tdi),8488,10/08/2024,2014,98114,suv,manual,diesel,blue volkswagen tiguan. 2.0 tdi bluemotion tech match 2wd euro 5 (s/s) 5dr,dublin
volkswagen polo (tdi),5675.00,2024-08-14,2012,64192,hatchback,manual,diesel,grey volkswagen polo. 1.2 tdi bluemotion euro 5 (s/s) 3dr. 1 previous owner,westmeath
volkswagen golf (gti performance),23002,14/08/2024,2019,24815,hatchback,manual,petrol,blue volkswagen golf. 2.0 tsi 245 gti performance 3dr,dublin
volkswagen arteon (tsi evo),18330.00,14/08/2024,2018,58741,saloon,automatic,petrol,silver volkswagen arteon. volkswagen arteon 1.5 tsi elegance 5dr dsg. 1 previous owner,dublin
volkswagen polo (tdi),2586.00,14/08/2024,2008,85532,hatchback,manual,diesel,red volkswagen polo. 1.4 tdi match 5dr. 4 previous owners,wicklow
volkswagen polo (sel),8111.00,2024-08-14,2011,34320,hatchback,automatic,petrol,blue volkswagen polo. 1.4 sel dsg euro 5 3dr,galway
volkswagen arteon (tsi),23639.00,17/08/2024,2019,37171,saloon,automatic,petrol,black volkswagen arteon fastback. 2.0 tsi r-line 5dr dsg. 1 previous owner,roscommon
volkswagen polo (tsi),8675.00,18/08/2024,2016,78274,hatchback,manual,petrol,blue volkswagen polo. 1.2 match tsi hatchback 5dr petrol manual 107 g/km 88.7 bhp,carlow
volkswagen golf (tfsi),4973.00,19/08/2024,2008,120447,hatchback,manual,petrol,red volkswagen golf. 2.0 tfsi gti 3dr,cork
volkswagen polo (beats),16031.00,20/08/2024,2020,7009,hatchback,manual,petrol,volkswagen polo. 1.0 evo 80 beats 5dr,carlow
volkswagen golf (tdi),3135.00,23/08/2024,2011,124145,estate,manual,diesel,black volkswagen golf. 2.0 tdi se euro 5 5dr. 5 previous owners,dublin
volkswagen passat (bluemotion tech),13260.00,2024-08-25,2016,63958,saloon,manual,diesel,volkswagen passat. 2.0 tdi se business 4dr. 3 previous owners,dublin
volkswagen t-roc (tsi evo),22100.00,25/08/2024,2020,15695,suv,manual,petrol,red volkswagen t-roc. 2017 1.5 tsi black edition 150ps evo 5dr. 1 previous owner,wexford
volkswagen golf (style),25242.00,2024-08-27,2022,4244,hatchback,manual,petrol,black volkswagen golf. 1.5 tsi style 5dr. 1 previous owner,dublin
volkswagen tiguan (match),8376.00,2024-08-29,2014,98062,suv,manual,diesel,silver volkswagen tiguan. 2.0 tdi bluemotion tech match 2wd euro 5 (s/s) 5dr,galway
volkswagen golf (bluemotion tech),9063.00,29/08/2024,2013,96361,hatchback,automatic,diesel,black volkswagen golf. 2.0 tdi bluemotion tech gt hatchback 5dr diesel dsg euro 5 (s/s) (150 ps),dublin
volkswagen golf (mhev),26978.00,2024-08-30,2022,7623,estate,automatic,petrol hybrid,navy volkswagen golf. etsi 150 style 5dr dsg 1.5,limerick
volkswagen golf (gti),10191.00,30/08/2024,2011,88223,hatchback,automatic,petrol,volkswagen golf. 2.0 tsi gti dsg 5dr,dublin
volkswagen scirocco (tdi),18178.00,31/08/2024,2017,48322,hatchback,automatic,diesel,volkswagen scirocco. 2.0 tdi bluemotion tech r-line black edition dsg euro 6 (s/s) 3dr. 1 previous owner,dublin
volkswagen passat (tdi),2844.00,2024-08-31,2008,139267,estate,manual,diesel,volkswagen passat. 1.9 tdi bluemotion 5dr,roscommon
volkswagen polo (match),6073.00,01/09/2024,2008,41423,hatchback,automatic,petrol,grey volkswagen polo. 1.4 match 5dr. 2 previous owners,waterford
volkswagen t-cross (tsi),17601.00,01/09/2024,2019,15209,suv,manual,petrol,silver volkswagen t-cross. 1.0 tsi (95ps) se hatchback 5dr,dublin
volkswagen golf (life),19479.00,2024-09-04,2020,16274,hatchback,manual,petrol,grey volkswagen golf. 1.5 tsi life euro 6 (s/s) 5dr. 1 previous owner,dublin
volkswagen t-roc (tsi),30256.00,05/09/2024,2022,600,convertible,manual,petrol,grey volkswagen t-roc. 1.0 tsi style 2dr,mayo
volkswagen polo (evo),13296.00,06/09/2024,2019,18621,hatchback,manual,petrol,silver volkswagen polo. 1.0 evo se tech edition 5dr satellite navigation,galway
volkswagen tiguan (match),22262.00,2024-09-06,2020,19833,suv,manual,petrol,navy volkswagen tiguan. 1.5 tsi evo 150 match 5dr,dublin
volkswagen id.3 (pro performance),34405.00,2024-09-07,2020,24597,hatchback,automatic,electric,navy volkswagen id.3 hatchback. 150kw business pro performance 58kwh 5dr auto satellite navigation,donegal
volkswagen passat (se business),12745.00,08/09/2024,2017,52256,saloon,manual,diesel,black volkswagen passat. 2.0 tdi se business 4dr,sligo
volkswagen t-cross (tsi),20291.00,09/09/2024,2019,22329,suv,manual,petrol,red volkswagen t-cross. 1.0 tsi 115 r-line 5dr,kildare
volkswagen tiguan (tdi),12294.00,09/09/2024,2014,61464,suv,automatic,diesel,"blue volkswagen tiguan. tdi bluemotion tech match 4motion dsg - navigation, park assist 2.0 5dr. 2 previous owners",waterford
volkswagen polo (gti),18419.00,10/09/2024,2019,25079,hatchback,automatic,petrol,grey volkswagen polo. gti tsi s-a 2.0 5dr,waterford
volkswagen t-roc (tsi evo),24024.00,11/09/2024,2020,16964,suv,automatic,petrol,silver volkswagen t-roc. design 1.5 tsi 150ps evo 7-speed dsg 5 door. 2 previous owners,donegal
volkswagen t-cross (tsi),20333,11/09/2024,2021,6909,suv,manual,petrol,silver volkswagen t-cross. s tsi 1.0 5dr. 1 previous owner,donegal
volkswagen tiguan (tsi evo),20618.00,13/09/2024,2019,27222,suv,manual,petrol,red volkswagen tiguan. 1.5 tsi evo match suv 5dr petrol (s/s) (150 ps). 1 previous owner,cork
volkswagen polo (bluemotion tech),10859.00,14/09/2024,2015,29269,hatchback,manual,petrol,blue volkswagen polo. 1.2 tsi se 5dr,donegal
volkswagen t-cross (tsi),18824.00,16/09/2024,2020,14288,suv,manual,petrol,blue volkswagen t-cross. 1.0 tsi s 5dr,limerick
volkswagen golf (gtd),16234.00,18/09/2024,2015,29341,hatchback,manual,diesel,red volkswagen golf. 2.0 gtd 3d 182 bhp with recent service and free mot. 2 previous owners,dublin
volkswagen golf (se nav),13602.00,2024-09-18,2018,57877,hatchback,manual,petrol,blue volkswagen golf. 1.5 tsi evo se [nav] 5dr,donegal
volkswagen golf (bluemotion tech),4933.00,20/09/2024,2009,89140,hatchback,manual,diesel,volkswagen golf. 1.6 tdi bluemotion tech se euro 5 (s/s) 5dr. 1 previous owner,dublin
volkswagen golf (tsi),9688.00,21/09/2024,2014,47857,hatchback,manual,petrol,volkswagen golf. 1.4 tsi bluemotion tech se euro 5 (s/s) 5dr,dublin
volkswagen polo (match),8837.00,2024-09-21,2012,31161,hatchback,manual,petrol,black volkswagen polo. 1.4 match euro 5 5dr. 3 previous owners,kilkenny
volkswagen scirocco (tsi),10230.00,23/09/2024,2013,49658,hatchback,manual,petrol,volkswagen scirocco coupe. 1.4 tsi 122ps nav 3dr,galway
volkswagen passat (bluemotion tech),5932,2024-09-28,2012,102468,saloon,automatic,diesel,blue volkswagen passat. 2.0 tdi bluemotion tech s dsg euro 5 (s/s) 4dr,tipperary
volkswagen polo (s),4907.00,29/09/2024,2010,51996,hatchback,manual,petrol,red volkswagen polo. 1.2 s euro 5 3dr. 4 previous owners,kildare
volkswagen golf (bluemotion tech),7635.00,2024-09-29,2014,121086,hatchback,manual,diesel,grey volkswagen golf. 2.0 tdi bluemotion tech gt euro 5 (s/s) 5dr. 1 previous owner,dublin
volkswagen scirocco (bluemotion tech),17905.00,29/09/2024,2016,38652,hatchback,automatic,petrol,silver volkswagen scirocco. 2.0 tsi bluemotion tech r dsg euro 6 (s/s) 3dr. 3 previous owners,limerick
volkswagen golf (r-line),20934.00,29/09/2024,2019,25420,hatchback,manual,petrol,grey volkswagen golf. mk7 facelift 1.5 tsi r-line evo 150ps 5dr. 1 previous owner,offaly
volkswagen polo (se),11972.00,29/09/2024,2018,53121,hatchback,manual,petrol,"red volkswagen polo. tsi se - app-connect, bluetooth, air conditioning 1.0 5dr. 1 previous owner",dublin
volkswagen up! (up! beats),10434.00,29/09/2024,2018,16424,hatchback,manual,petrol,blue volkswagen up!. 1.0 up! beats hatchback 5dr petrol manual euro 6 (s/s) (60 ps). 1 previous owner,cork
volkswagen passat (tsi),17919.00,30/09/2024,2018,32051,estate,automatic,petrol,black volkswagen passat. se business tsi dsg - adaptive cruise -sat nav - dab radio -bluetooth 1.4 5dr,dublin
volkswagen t-cross (tsi evo),24502.00,30/09/2024,2020,13668,suv,automatic,petrol,black volkswagen t-cross. 1.5 tsi evo r-line 5dr dsg. 1 previous owner,galway
volkswagen golf (tsi),5450.00,03/10/2024,2008,61991,hatchback,manual,petrol,red volkswagen golf. 1.4 tsi gt sport 5dr,cork
volkswagen golf (tsi),10836.00,04/10/2024,2014,45718,convertible,automatic,petrol,volkswagen golf. 1.4 tsi se cabriolet dsg euro 5 2dr. 2 previous owners,galway
volkswagen tiguan (match),14340.00,07/10/2024,2015,34889,suv,automatic,diesel,volkswagen tiguan. 2.0 tdi bluemotion tech match dsg 4wd euro 5 (s/s) 5dr,westmeath
volkswagen tiguan allspace (se nav),23707.00,08/10/2024,2018,24454,suv,manual,diesel,blue volkswagen tiguan allspace. 2.0 tdi 4motion se nav 5dr. 2 previous owners,wexford
volkswagen passat (gte),19318.00,09/10/2024,2017,69269,estate,automatic,petrol plug-in hybrid,navy volkswagen passat. 1.4 tsi gte dsg 5dr,meath
volkswagen polo (tsi),6639.00,09/10/2024,2011,94798,hatchback,automatic,petrol,black volkswagen polo. 1.4 tsi gti dsg euro 5 3dr,offaly
volkswagen touareg (tdi v6),13821.00,2024-10-16,2013,114801,suv,automatic,diesel,blue volkswagen touareg. 3.0 tdi v6 bluemotion tech r-line suv 5dr diesel tiptronic 4wd euro 5 (s/s) (245 ps). 2 previous owners,kildare
volkswagen id.3 (pro performance),40209.00,17/10/2024,2021,11399,hatchback,automatic,electric,grey volkswagen id.3. 150kw business pro performance 58kwh 5dr auto. 2 previous owners,dublin
volkswagen golf (life),25846.00,17/10/2024,2022,924,hatchback,manual,petrol,volkswagen golf hatchback. 1.5 tsi 150 life 5dr. 1 previous owner,wicklow
volkswagen golf (mhev),23641.00,2024-10-18,2020,11784,hatchback,automatic,petrol hybrid,"black volkswagen golf. 1.5 life etsi dsg 5d 148 bhp 10-inch touchscreen with sat nav, front / rear parking sensors, apple carplay / android auto, adaptive cruise control, 10. 1 previous owner",dublin
volkswagen jetta (tdi),6133,20/10/2024,2011,78051,saloon,manual,diesel,black volkswagen jetta. 2.0 tdi se 4dr,kilkenny
volkswagen scirocco (gt),14335.00,20/10/2024,2016,31429,hatchback,manual,diesel,grey volkswagen scirocco. 2.0 tdi bluemotion tech gt 3dr. 3 previous owners,cork
volkswagen e-golf (e-golf),21101.00,2024-10-20,2018,40905,hatchback,automatic,electric,blue volkswagen golf. 99kw e-golf 35kwh 5dr auto. 2 previous owners,galway
volkswagen t-roc (se),18411.00,20/10/2024,2019,23059,suv,manual,diesel,volkswagen t-roc. 1.6 se tdi 5d 114 bhp air con - alloy wheels. 1 previous owner,dublin
volkswagen golf (bluemotion tech),8940.00,21/10/2024,2013,125632,hatchback,manual,diesel,navy volkswagen golf. 2.0 tdi bluemotion tech gtd euro 6 (s/s) 5dr. 4 previous owners,dublin
volkswagen polo (tdi),4218.00,21/10/2024,2011,109173,hatchback,manual,diesel,black volkswagen polo. 1.2 tdi se hatchback 5dr diesel manual euro 5 (s/s) (75 ps). 8 previous owners,dublin
volkswagen passat (sel),21173.00,2024-10-23,2020,17788,saloon,automatic,diesel,navy volkswagen passat. 1.6 tdi sel 4dr dsg leather seats,laois
volkswagen golf (tsi),9867.00,24/10/2024,2011,17603,hatchback,manual,petrol,blue volkswagen golf. 1.4 match tsi 5d 121 bhp,galway
volkswagen golf (r),49070.00,26/10/2024,2022,3328,hatchback,automatic,petrol,blue volkswagen golf. mk8 hatch 5-dr 2.0 tsi (320ps) r 4motion dsg + r performance/akrapovic/camera 5dr,galway
volkswagen golf (gtd),17969.00,26/10/2024,2018,59242,hatchback,manual,diesel,black volkswagen golf. 2.0 tdi 184 gtd 5dr. 3 previous owners,dublin
volkswagen up! (white edition),13428.00,27/10/2024,2021,5343,hatchback,manual,petrol,red volkswagen up. 1.0 65ps white edition 5dr,carlow
volkswagen golf (r),25436.00,2024-10-29,2017,41290,hatchback,manual,petrol,silver volkswagen golf. 2.0 r tsi 5d 306 bhp free next day nationwide delivery. 2 previous owners,cavan
volkswagen t-roc (sel),21310.00,30/10/2024,2018,18105,suv,manual,diesel,red volkswagen t-roc. sel 1.6 tdi 115ps 6-speed manual 5 door. 1 previous owner,louth
volkswagen golf (tdi),2575.00,31/10/2024,2008,160085,hatchback,manual,diesel,grey volkswagen golf. 2.0 tdi dpf gt sport 5dr,louth
volkswagen t-cross (tsi),23884.00,31/10/2024,2022,3304,suv,automatic,petrol,silver volkswagen t-cross. 1.0 tsi 110 se 5dr dsg. 1 previous owner,wexford
volkswagen id.3 (life),38075.00,01/11/2024,2021,6138,hatchback,automatic,electric,black volkswagen id.3. 150kw life pro performance 58kwh 5dr auto. 1 previous owner,offaly
volkswagen polo (match),8342.00,01/11/2024,2013,34276,hatchback,manual,diesel,blue volkswagen polo. 1.2 tdi match euro 5 5dr. 2 previous owners,meath
volkswagen golf (se nav),16576.00,01/11/2024,2018,22927,hatchback,manual,petrol,red volkswagen golf. 1.5 tsi evo se [nav] 5dr. 1 previous owner,dublin
volkswagen t-roc (tsi),20052.00,03/11/2024,2020,26119,suv,manual,petrol,red volkswagen t-roc hatchback. 1.0 tsi se 5dr. 1 previous owner,cork
volkswagen passat (tdi),6157.00,07/11/2024,2013,114678,estate,manual,diesel,red volkswagen passat. 2.0 tdi bluemotion tech highline euro 5 (s/s) 5dr,cork
volkswagen beetle (design),9669.00,08/11/2024,2012,44388,hatchback,automatic,petrol,red volkswagen beetle. 1.2 tsi design dsg euro 5 3dr. 3 previous owners,dublin
volkswagen golf (gt),11187.00,08/11/2024,2014,78395,hatchback,automatic,diesel,silver volkswagen golf. 2.0 tdi gt 5dr dsg,galway
volkswagen polo (r-line),21208.00,09/11/2024,2021,4745,hatchback,automatic,petrol,blue volkswagen polo. 1.0 tsi r-line dsg euro 6 (s/s) 5dr. 1 previous owner,carlow
volkswagen golf (s),4469.00,14/11/2024,2009,101365,hatchback,manual,petrol,silver volkswagen golf. 1.4 s 5dr. 3 previous owners,cork
volkswagen tiguan allspace (se nav),24324.00,14/11/2024,2018,32088,suv,automatic,petrol,grey volkswagen tiguan allspace. 1.4 tsi se nav 5dr dsg,dublin
volkswagen t-roc (sel),22717.00,14/11/2024,2019,33472,suv,automatic,petrol,black volkswagen t-roc. 1.5 tsi evo sel dsg euro 6 (s/s) 5dr. 1 previous owner,waterford
volkswagen tiguan (r-line),31388.00,2024-11-15,2021,26397,suv,automatic,petrol,silver volkswagen tiguan. 1.5 tsi (150ps) r-line evo dsg 5dr. 1 previous owner,clare
volkswagen t-roc (tdi),22324.00,16/11/2024,2019,19492,suv,manual,diesel,navy volkswagen t-roc diesel hatchback. 1.6 tdi r-line 5dr. 1 previous owner,kerry
volkswagen polo (match),4339.00,18/11/2024,2009,35482,hatchback,manual,petrol,"volkswagen polo. 1.2 match hatchback 3dr petrol manual (138 g/km, 60 bhp). 1 previous owner",dublin
volkswagen polo (bluemotion tech),10826.00,18/11/2024,2014,31527,hatchback,automatic,petrol,volkswagen polo. 1.2 tsi bluemotion tech se dsg euro 6 (s/s) 5dr. 3 previous owners,clare
volkswagen golf (tsi),7104.00,19/11/2024,2011,50335,hatchback,manual,petrol,silver volkswagen golf. 1.4 match tsi 3d 121 bhp,westmeath
volkswagen golf (life),22611.00,21/11/2024,2021,3568,hatchback,manual,petrol,grey volkswagen golf hatchback. 1.5 tsi life 5dr. 1 previous owner,dublin
volkswagen polo (gti),7646.00,22/11/2024,2013,93905,hatchback,automatic,petrol,blue volkswagen polo. 1.4 gti dsg 3dr,dublin
volkswagen golf (r),19712.00,24/11/2024,2015,62488,hatchback,automatic,petrol,silver volkswagen golf. 2.0 tsi r 5dr dsg petrol hatchback,galway
volkswagen t-roc (tdi evo),27176.00,24/11/2024,2021,9848,suv,manual,diesel,grey volkswagen t-roc. r-line 2.0 tdi 150ps evo 6-speed manual 5 door,cork
volkswagen t-roc (sel),19103.00,25/11/2024,2018,26738,suv,manual,petrol,black volkswagen t-roc. 1.5 tsi evo sel 5dr. 2 previous owners,dublin
volkswagen polo (life),19450.00,26/11/2024,2021,15235,hatchback,automatic,petrol,volkswagen polo. life 1.0 tsi 95ps 7-speed dsg 5 door,dublin
volkswagen t-roc (r-line),29059.00,30/11/2024,2021,13629,suv,automatic,diesel,red volkswagen t-roc. r-line 2.0 tdi 150ps evo 7-speed dsg 5 door. 1 previous owner,galway
volkswagen jetta (tdi),8908,30/11/2024,2013,57061,saloon,manual,diesel,blue volkswagen jetta. 2.0 tdi sport euro 5 4dr. 3 previous owners,cork
volkswagen scirocco (tsi),19744.00,01/12/2024,2018,47972,hatchback,automatic,petrol,silver volkswagen scirocco. 2.0 tsi 280 bluemotion tech r 3dr dsg,dublin
volkswagen tiguan (tdi),9285.00,01/12/2024,2014,98436,suv,manual,diesel,blue volkswagen tiguan. 2.0 tdi bluemotion tech match 2wd euro 5 (s/s) 5dr,dublin
volkswagen golf (match),5611.00,2024-12-02,2011,82382,hatchback,automatic,diesel,black volkswagen golf. 1.6 tdi match dsg euro 5 5dr. 3 previous owners,dublin
volkswagen polo (life),17367.00,02/12/2024,2021,5280,hatchback,manual,petrol,grey volkswagen polo. mk6 facelift (2021) 1.0 80ps life 5dr,wicklow
volkswagen polo (tsi),9171.00,05/12/2024,2016,71272,hatchback,manual,petrol,navy volkswagen polo. 1.2 tsi bluemotion tech match euro 6 (s/s) 5dr. 1 previous owner,dublin
volkswagen golf (tdi),4719.00,09/12/2024,2012,92057,estate,automatic,diesel,volkswagen golf. 1.6 tdi se estate 5dr diesel dsg euro 5 (105 ps). 3 previous owners,tipperary
volkswagen passat (tsi evo),14889.00,10/12/2024,2019,79426,estate,manual,petrol,volkswagen passat. 1.5l r-line tsi evo 5dr,mayo
volkswagen passat (tdi),9411.00,11/12/2024,2013,97110,estate,automatic,diesel,black volkswagen passat. 2.0 tdi bluemotion tech alltrack dsg 4motion euro 5 (s/s) 5dr. 3 previous owners,galway
volkswagen polo (se),7336.00,14/12/2024,2011,25394,hatchback,manual,petrol,navy volkswagen polo. 1.4 se 5dr. 1 previous owner,dublin
volkswagen golf (tsi),2787.00,14/12/2024,2010,144245,estate,manual,petrol,navy volkswagen golf. 1.4 tsi se 5dr. 4 previous owners,cork
volkswagen t-roc (tsi evo),23379.00,17/12/2024,2020,11118,suv,manual,petrol,grey volkswagen t-roc. 2017 1.5 tsi se 150ps evo 5dr. 1 previous owner,cork
volkswagen polo (moda),3802.00,18/12/2024,2010,111205,hatchback,manual,petrol,blue volkswagen polo. 1.2 moda euro 5 3dr. 4 previous owners,clare
volkswagen polo (se),9743.00,18/12/2024,2016,38220,hatchback,manual,petrol,red volkswagen polo. 1.2 se tsi 3d 89 bhp 2 owners - service history. 2 previous owners,wexford
volkswagen polo (gti),15288.00,21/12/2024,2016,19369,hatchback,manual,petrol,blue volkswagen polo. 1.8 tsi bluemotion tech gti (s/s) 5dr. 2 previous owners,meath
volkswagen golf (r),41278,21/12/2024,2021,14880,hatchback,automatic,petrol,blue volkswagen golf. 8 r 2.0 tsi 4motion 320ps 7-speed dsg 5 door. 1 previous owner,wexford
